,Unnamed: 0,Title,Author,Text,Resource,Label,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
292,292,“Dark Winter” Was The Code Name For A Scenario In Which A Biological Weapon Was Used Against The American Populace,[],"Have an important tip? Let us know. Email us here.

Keep up to date with our latest:

Could it be possible that the phrase “dark winter” has some sort of deeper meaning that most of us are not meant to understand?

We have heard that phrase over and over again in recent weeks, and usually it has been used in discussions regarding the current state of the COVID-19 pandemic.

But it also turns out that “Dark Winter” was also a code name for a high level simulation that was conducted back in 2001.

That simulation envisioned a scenario in which a widespread smallpox attack was unleashed inside the United States.

As you will see below, the simulation was “designed to spiral out of control”, and the hypothetical consequences were absolutely disastrous.

Callers all over the nation are demanding the world arrest the criminals trying to steal the elction and getting away with it.

The reason why this is a concern is because so many of these “simulations” and “exercises” end up mirroring real life events that happen at a later date.

For example, most of you have probably heard about Event 201 by now. On October 18th, 2019 a group of prominent individuals gathered in New York City to simulate what would happen during a worldwide coronavirus pandemic…

Event 201 simulates an outbreak of a novel zoonotic coronavirus transmitted from bats to pigs to people that eventually becomes efficiently transmissible from person to person, leading to a severe pandemic. The pathogen and the disease it causes are modeled largely on SARS, but it is more transmissible in the community setting by people with mild symptoms.

Of course COVID-19 started spreading in China just a few weeks later.

We have seen this same pattern happen so many times, and now we are being told over and over again that a “dark winter” is ahead.

For example, Joe Biden specifically warned us about a “dark winter” during the final presidential debate in October…

Joe Biden warned at Thursday night’s presidential debate that the U.S. was “about to go into a dark winter,” echoing the concerns of public health experts who caution about increased daily Covid-19 case counts converging with the annual flu season. “We’re about to go into a dark winter. A dark winter,”Biden said. “And he has no clear plan, and there’s no prospect that there’s going to be a vaccine available for the majority of the American people before the middle of next year.”

It is interesting to note that he repeated the phrase twice.

It is almost as if he was determined to make sure that he said it correctly.

And then he started using the phrase over and over again on the campaign trail and he kept using it even after the voting was over.

For example, here is an instance where he used the phrase on the Monday after the election…

Joe Biden on Monday warned that a “very dark winter” is approaching as the U.S. coronavirus case count nears 10 million. “There is a need for bold action to fight this pandemic,” Biden said in Delaware. “We’re still facing a very dark winter.”

I never thought too much about his use of that phrase, but could it be possible that it is actually some sort of a code word or signal?

We do know that it was a code word for a high level exercise that was held in 2001. The following comes from Wikipedia…

It is interesting to note that smallpox is a highly infectious disease that involves sores appearing on the skin.

For those that have read my latest book, you already understand why that detail is so important to me.

And as I already mentioned above, this exercise was specifically designed “to spiral out of control”…

Dark Winter’s simulated scenario involved an initial localized smallpox attack on Oklahoma City, Oklahoma, with additional smallpox attack cases in Georgia and Pennsylvania. The simulation was then designed to spiral out of control. This would create a contingency in which the National Security Council struggles to determine both the origin of the attack as well as deal with containing the spreading virus. By not being able to keep pace with the disease’s rate of spread, a new catastrophic contingency emerges in which massive civilian casualties would overwhelm America’s emergency response capabilities.

Could it be possible that Biden and others are using the phrase “dark winter” to signal that something is about to spiral out of control?

I don’t know. I am just asking the question.

In Operation Dark Winter, the spread of smallpox also resulted in a “massive loss of civilian life”…

The disastrous contingencies that would result in the massive loss of civilian life were used to exploit the weaknesses of the U.S. health care infrastructure and its inability to handle such a threat. The contingencies were also meant to address the widespread panic that would emerge and which would result in mass social breakdown and mob violence. Exploits would also include the many difficulties that the media would face when providing American citizens with the necessary information regarding safety procedures. Discussing the outcome of Dark Winter, Bryan Walsh noted “The timing–just a few months before the 9/11 attack–was eerily prescient, as if the organizers had foreseen how the threat of terrorism, including bioterrorism, would come to consume the U.S. government and public in the years to come.”[4]

So let me try to summarize what we have learned.

Operation Dark Winter envisioned a scenario in which a highly infectious disease that causes sores on the skin spirals out of control and causes a “massive loss of civilian life”.

And suddenly Joe Biden and other elitists have begun repeating this phrase over and over again as we head into 2021.

Be sure to bookmark this page so that you can refer back to it later.

Reality is often stranger than fiction, and the table has been set for some really, really strange things to happen.",InfoWars,-1,,,,,,,,,,,,
642,642,'There's a gaping hole in our knowledge': the scientists studying why gamers invert their controls,[],"It is one of the most contentious aspects of video game playing – a debate where opposing sides literally cannot see each other’s perspective. When the Guardian ran an article asking why a large minority of game players invert the Y axis on their controls – meaning that they push their joypad’s thumb stick down to move upwards on the screen – the response was huge. Hundreds of comments vociferously arguing why axis inversion was the only way to navigate a game world, and hundreds more incredulously arguing the opposite.

The purpose of the article was to discover reasons for this dichotomy in visual perception. Was axis inversion just a habit picked up from playing flight simulators or did it point to fundamental differences in how people perceive themselves in virtual worlds? There was no conclusion, but the argument raged on Twitter for days.

Now, one of the scientists interviewed for that article, Dr Jennifer Corbett, co-head of the Visual Perception and Attention Lab at Brunel University London, is taking the matter further. Inspired by the ensuing debate, she and colleague Dr Jaap Munneke have begun an exploratory study looking into the science behind controller inversion. With backgrounds in vision science and cognitive neuroscience, Corbett and Munneke have employed a variety of research methods, from neuro-imaging to computational modelling to psychophysics, in their previous work. Now, with the help of seven psychology students, they will be running remote behavioural and psychophysical experiments using volunteer gamers aged between 18 and 35.

“Although it’s not per se a topic we’d study in our lab, we’d had to pause regular EEG and eye-tracking experiments due to Covid and shift to online experiments,” explains Corbett. “This was the perfect opportunity to pursue such a question, especially given how much this has excited the hardcore gamers in our lab.”

So what will the experiments with volunteers involve? “Generally, we will be measuring how fast and accurately people are able to mentally rotate shapes and the extent to which they rely on different body and contextual cues when making spatial judgments,” says Corbett. “There are no right or wrong answers in these tasks – we’re interested in how people might perform differently. We’ll obtain one or two measures – for example, average reaction time, average accuracy – from each participant in each of four short computerised online experiments and then correlate these measures with information from a questionnaire about gaming habits that each participant will also complete.”

From this exploratory study, Corbett and her team hope to gain insight into how an individual’s visual perceptual abilities may affect how they interact with both real and virtual environments. “For example,” she says, “it may be the case that the extent to which a person relies on visual versus bodily context has a huge influence on whether or not they choose to invert the Y axis on their gaming consoles.”

The results of the study could have more important ramifications than helping inverters appreciate non-inverters and vice versa. “Understanding the factors that drive human visual perception is useful for almost all aspects of gaming and visual technologies,” says Corbett. “Most research focuses on how people pay attention to individual objects, but humans can’t really process more than a few details at once. There’s a gaping hole in our knowledge regarding how our visual perception is heavily dependent on the rest of this vast majority of sensory information. Being able to predict how a person will interact within a given environment or context can bring about monumental advancements in technology.”

Corbett argues that learning how individuals differ in terms of the interactions between visual information (what’s on the screen) and motor behaviour (how the controller is used) will have a benefit to game designers, allowing them to optimise their controls. But also, appreciating that each person may have a given pattern of performance on mental rotation and perspective-taking tasks, could have much wider applications.

“Such findings may inform us about ways to maximise performance for pilots using ‘real’ flight consoles,” says Corbett. “In a broader context, understanding these sorts of individual differences can help us better predict where to place important information and where to double-check for easily missed information in everything from VR gaming to safety-critical tasks like detecting weapons in baggage scans or tumours in X-rays.”

So, what started as an existential argument between Guardian-reading game players may well end up informing a new understanding of visual perception and sensory input. In a world where an increasing number of our interactions are happening in digital and virtual spaces, understanding why some people push down to look up has never been more vital or less nerdy.

• Jennifer Corbett is looking for gamers between the ages of 18 and 35 to take part in the study, which will involve four online computerised visual perception tasks and a questionnaire about gaming habits. Anyone interested in participating can email everyonevpal1920@gmail.com",TheGuardian,1,,,,,,,,,,,,
491,491,Wildlife photographer of the year 2020: people's choice – in pictures,[],"Now in its 56th year, the wildlife photographer of the year showcases the world’s best nature photography. The competition is run by the Natural History Museum in London and the exhibition there runs until 4 July 2021.



This year’s competition attracted more than 50,000 entries from professionals and amateurs across the world. Voting for the The People’s Choice Award is open until 2pm on Tuesday 2 February",TheGuardian,1,,,,,,,,,,,,
815,815,'Help is on the way': Biden introduces economic team as pandemic rages,[],"'Help is on the way': Biden introduces economic team as pandemic rages

Joe Biden, the US president-elect, formally introduced his top economic advisers on Tuesday, as his incoming administration prepares to deal with the worst financial crisis in decades and a resurgent coronavirus pandemic.

Bipartisan group pitches $908bn Covid-19 relief to break deadlock in Congress Read more

Wearing a black boot on the right foot he recently fractured while playing with one of his dogs, Biden appeared in his home city, Wilmington, Delaware, for an event that stressed the gravity of the situation but sought to offer hope.

“We’re going to create a recovery for everybody,” Biden said. “Our message to everybody struggling right now is this: help is on the way.”

Biden’s nominations would put several women in top economic roles, drawing a clear contrast with Donald Trump and reflecting his commitment to diversity.

They include Janet Yellen, who if confirmed by the Senate will be the first woman to lead the US treasury in its 231-year history. Biden said he “might have to ask Lin-Manuel Miranda, who wrote the musical about the first treasury secretary, [Alexander] Hamilton, to write another musical” about his new nominee.

Facebook Twitter Pinterest Biden and Yellen in Wilmington on Tuesday. Photograph: Andrew Harnik/AP

Yellen led the Federal Reserve from 2014 to 2018, focusing on maximising employment and less on price inflation. In remarks on Tuesday, she noted the damage caused by the pandemic.

“Lost lives, lost jobs, small businesses struggling to stay alive or closed for good,” she said. “So many people struggling to put food on the table and pay bills and rent.

“It’s an American tragedy and it’s essential we move with urgency. Inaction will cause a self-reinforcing downturn, causing yet more devastation. And we risk missing the obligation to address deeper structural problems.”

Biden’s nominees have all expressed support for government spending to boost employment, reduce inequality and help women and people of colour, disproportionately harmed by the downturn.

But they will face stiff headwinds from the pandemic, now estimated to be killing one American a minute. The US has 4% of the world’s population but 19% of its coronavirus deaths – more than 268,000 – with record caseloads and hospitalisations forcing renewed economic restrictions in some states.

Play Video 1:42 'Help is on the way,' says Joe Biden as he announces new economic team – video

November saw the biggest two-week jump in unemployment benefit applications since April. Several aid programmes are set to expire this month, although a bipartisan group of House and Senate members unveiled a $908bn relief bill on Tuesday in an effort to break a political stalemate.

Biden said: “The team I’m announcing today will play a critical role in shaping our plan for action starting on day one and move fast to revive this economy.”

His “Build Back Better” plan, he said, was based on a simple proposition: “Reward hard work in America, not wealth. It’s time to invest in infrastructure, clean energy, climate change, manufacturing and so much more that will create millions of good-paying jobs. It’s time we addressed the structural inequities in our economy that this pandemic has laid bare.”

Biden's outspoken nominee to run budget office deletes 1,000 tweets Read more

Other picks include Cecilia Rouse, an economist at Princeton University who would be the first Black woman to lead the Council of Economic Advisers; the economists Heather Boushey and Jared Bernstein as council members; and Neera Tanden, president of the Center for American Progress thinktank, as head of the Office of Management and Budget (OMB).

“I’ve known Neera a long time,” Biden said. “A brilliant policy mind with critical practical experience across government. She was raised by a single mom on food stamps, an immigrant from India who struggled, worked hard and did everything she could for her daughter to live out the American dream, and Neera did just that. She understands the struggles millions of Americans are facing.”

Biden noted that Tanden would be the first woman of colour to run the OMB. But she has already proved his most divisive pick, drawing criticism from Republicans. Some analysts suggest she is a “sacrificial lamb”, likely to be denied confirmation in a fight that might distract attention from other nominees.

Since being nominated, Tanden has deleted more than a thousand tweets, some of which were critical of senators who will vote on her confirmation, the Daily Beast reported.

Play Video 0:31 ‘Mr President-elect, how's your foot?’: Biden makes first appearance since injury – video

Claire McCaskill, a former senator from Missouri, told MSNBC: “It’s a whole new level of hypocrisy. The Republican senators are now all of a sudden worried about tweets that hurt their feelings. This is just ridiculous.

“We’ve had a president who has used his Twitter account like a battering ram, going after not just his political opponents but Republican senators, unfairly, with incredibly brutal tweets. Now all of a sudden it’s a disqualification for someone to serve in the cabinet that engaged in her own opinion on Twitter? I think that’s dumb.”

Tanden has also been unpopular on the left, having been a staunch supporter of Hillary Clinton over Bernie Sanders in the 2016 primary. Briahna Joy Gray, former national press secretary for Sanders’s 2020 campaign, tweeted: “Everything toxic about the corporate Democratic party is embodied in Neera Tanden.”

Trump lawyer: ex-election security chief Krebs should be 'taken out and shot' Read more

For Biden, Tuesday’s sober and determined presentation was the latest sign that the transition is gathering unstoppable momentum despite Trump’s false claims of vote rigging and refusal to concede.

On Monday, Biden received his first full classified intelligence briefing since winning the 3 November election, after Trump delayed the process for weeks. And Arizona and Wisconsin officially recognised Biden’s victory, meaning Trump’s legal team has lost six of six attempts to stop states certifying their results. Trump has pursued challenges in numerous states but most have been tossed out.

Yet the president continues his quixotic effort. The Trump campaign on Tuesday asked the Wisconsin supreme court to determine if 221,000 absentee ballots that allegedly lacked information should be excluded from vote totals. Biden won the state by about 20,000 votes.

The electoral college, which selects the president based on state-by-state results, is scheduled to meet on 14 December. Biden will take office on 20 January.",TheGuardian,1,,,,,,,,,,,,
620,620,"Mick Schumacher's family name is blessing and a curse, says Damon Hill",[],"Damon Hill has said Mick Schumacher deserves his shot at Formula One success but has warned the son of the seven-times world champion Michael that living up to a family name can be both a blessing and a curse.

The 1996 world champion has empathy with the task Schumacher will be taking on when he joins the F1 grid with Haas in 2021. Hill’s father, Graham, won two world championships before he was killed in a plane crash in 1975 when Hill was 15. When he decided to race himself, his background was impossible to ignore, just as Schumacher’s F1 career will open in the looming shadow of his illustrious father, a burden he must face down.

Hamilton 'devastated' after Covid-19 positive puts rest of his season in doubt Read more

“There is a sense that some people don’t want you to have a go,” says Hill. “I felt like some people felt: ‘Why is he doing this? He is never going to be as good as his dad.’ It does not necessarily follow that because your dad was a world champion that you will be any good, but that should not prevent you from a having a go. You should be able to have a go if you merit it, and F1 will find a way to see if you merit it.”

Hill persevered, racing for Williams and famously battling Schumacher for the title in 1994 and 1995 before securing it in 1996, becoming the first son of a world champion to win the championship. Jacques Villeneuve would go on to follow his father, Gilles, into F1, and also won a title, while Nico Rosberg won after following in the footsteps of his title-winning father, Keke. Having a distinguished background in the sport is more than just an inspiration, says Hill.

“I wanted to race, I loved racing, I loved competition and I loved the sport. But I also was determined to not let the side down with being a Hill. Some element of it when my dad died was, if you like, resurrecting or honouring the family name. So I very much took lessons from my dad’s life and career and applied them to my racing.

“Jacques was very different. He never even talked about his dad; as far as he was concerned he was going to stand alone as Jacques, not as the son of Gilles. In some ways it is a blessing and in some ways a curse.”

Schumacher, of course, has had to overcome his own trials beyond proving himself on track to get this far. He was just 14 when his father was injured in the skiing accident from which he has yet to recover. Understanding this loss as he went through his own at a similar age, Hill believes it has given Schumacher a greater sense of purpose.

Facebook Twitter Pinterest Damon Hill, whose title-winning father died in a plane crash in 1975, says Schumacher deserves his chance to shine. Photograph: Dominic Lipinski/PA

“It really is tragic what happened to Michael,” he says. “Mick has experienced something in his life which has been very tough to bear, and I am sure it is a little bit of extra motivation that he will have.”

Schumacher has been in the spotlight since he began racing, particularly when he took to single seaters in 2014, and that level of scrutiny will intensify now. He not only carries the family name but also perhaps something no other driver has ever had to cope with, the intense interest in his father because of the accident he suffered. It is a weight he has borne well, says Hill.

“I have been very impressed with how diplomatic he has been, and how he has asked people to be respectful of the privacy the Schumacher family has asked for. I think he has coped with that admirably, and that has given him the chance to focus on what he wants to do. But he doesn’t strike me as someone who is interested in getting publicity for himself. He wants to race and he wants to win.”

Schumacher is entering a maelstrom. As a rookie he will face pressure like no other. His every move will be analysed on and off the track, and, as Hill noted, there will doubtless be observers waiting to pounce on his errors. Yet he has already shown remarkable maturity and composure thus far in his career, and Schumacher’s best answer is to maintain this and make his point on the track. There will be no shortage of earnest hope that he can do so.

“In a way it’s very simple – if you perform well, then all those problems melt away,” says Hill. “I will be keen to see how he gets on. Everyone has been massively affected and appreciates the pain that the Schumacher family have gone through. They wish Mick well, they really do.”",TheGuardian,1,,,,,,,,,,,,
713,713,'My coolness has disintegrated': how pop stars cope with fatherhood,[],"This summer, two of the world’s biggest pop stars became parents for the first time. Katy Perry told an interviewer that after becoming pregnant, “a lot of people have asked me: are you going to go away?” Presumably, though, nobody has enquired if new dad Ed Sheeran will be exiting the music industry with immediate effect. Perhaps they should.

In recent years, female artists such as Perry – but rarely their male counterparts – have been speaking with increasing candour about the anxiety, guilt, unrealistic expectations and logistical nightmares involved in balancing parenthood and pop stardom. Paloma Faith said the toil of touring with a young baby made her ill, and that her record company assumed her sales would divebomb because “people wouldn’t find a mother as appealing”. In 2018, Cardi B cancelled a tour due to begin six weeks after the birth of her daughter, saying she had “underestimated this whole mommy thing”.

Lily Allen, who has parodied the industry’s disgust at her post-baby body in her videos, wrote heart-wrenchingly about her work schedule from her children’s perspective on her last album (“You say you’re going but you don’t say how long for / You say it’s work, but I’m not sure”). Jessie Ware has said that leaving her 18-month-old at home while she toured the US “nearly tore me apart”, and felt her songs about motherhood alienated young crowds – leading her own mother to advise her to quit music entirely.

Artists opening up about these strains is progress, but at the same time, they are often defined in increasingly narrow terms – moving from the “female pop star” category to the even more restrictive “mum” box. When it comes to correcting the gender imbalance, one option remains: explore the realities of working fatherhood too.

“I hardly ever get asked about being a father,” says Thurston Moore, who had a daughter with his Sonic Youth bandmate and ex-wife Kim Gordon in 1994; Gordon, on the other hand, wrote in her memoir about the huge shift in the way interviewers approached her after becoming a mother. Since then, fatherhood seems to have become more of a talking point for male musicians. The rapper Ghetts, who wrote about his fears for his daughter’s future in his Ivor Novello-nominated single Black Rose, says people are very interested in his role as a dad, and McFly’s Tom Fletcher – whose family-man image has been cemented by the work of his wife, Happy Mum, Happy Baby podcaster and current I’m a Celebrity … contestant Giovanna Fletcher – says interviewers ask about his life at home with three young sons.

‘We knew we could have a support structure’ … Thurston Moore and daughter Coco in 1995. Photograph: John Zich/The LIFE Images Collection/Getty Images

Yet the answers differ. Rather than fatherhood impeding their career progression, the male musicians I speak to say that having children only made the pursuit of success more important. Ghetts says that when he had his daughter eight years ago, he “wasn’t as financially secure as I am now, so I panicked. It was like, ‘Wow, I’m going to be responsible for another human being.’ So it threw me into being more busy, if anything.” Hot Chip’s Joe Goddard also cites his breadwinner role. Although his children “get upset when I am about to go away”, they “understand my job provides a good lifestyle for them where we have the things that we want”.

It’s not only their own family’s financial situation that musician fathers feel responsible for – their fortunes are often tied up with those of their bandmates. Everything Everything drummer Michael Spearman was back on the road three days after his daughter was born. “You don’t want to let anyone down by saying, ‘it would be great to do that festival, but we can’t because I can’t,’” he explains. Goddard says having children at the same time as Hot Chip vocalist Alexis Taylor made it easier to adapt their schedule. “I think if it was just one of us I would have felt much more uncomfortable because it’s our primary income, so it would be affecting everybody financially in the group to limit the amount that we tour.”

In the streaming age, gigging is an increasingly important component of any musician’s living (or it was, pre-pandemic). Juggling lucrative live shows with fatherly duties is a problem Ghetts solves by “speeding back during the night” after shows, and then “doing the school run in the morning”. Do his peers see that as normal? “No,” he laughs. “They think that’s mad!” Goddard and Spearman, meanwhile, both got replacements to cover them for international tours that overlapped with their wives’ respective due dates, but it wasn’t ideal. “If you’re in a band, people expect to see you on stage,” says Spearman.

Ghetts with his daughter in 2016. Photograph: Joanne Davidson/Rex/Shutterstock

Another solution is to bring your family with you. Paul and Linda McCartney famously took their children on the road throughout the 1970s. “I don’t think having the kids on tour was particularly stressful,” he later said. Fletcher – who had his first child “two weeks before I went on the biggest tour of my entire career” – was equally untroubled by the experience. “It actually worked out amazingly because my wife and my son came on the tour, we based ourselves in hotels, we had no disturbances, room service, it ended up being a peaceful way to experience those first months of having a newborn.”

Wayne Coyne of the Flaming Lips, who had his first child in June 2019, is similarly positive. “About 10 days after he was born, we played a festival in St Louis, which is about 10 hours away from where we live – we drove our family car with him,” he says. Subsequently, he, his wife and their son (and sometimes his wife’s mother) travelled “all around the world, we went to Australia and all around Europe”, an undertaking he describes as “pretty easy” and “not too hectic”.

In 1995, Sonic Youth went on the Lollapalooza tour (incidentally, fellow headliner Sinéad O’Connor dropped out after a few shows due to her pregnancy). Moore and Gordon took their daughter along with a series of nannies and turned the back of the tour bus into a nursery. Moore is clear that this was only possible because of Sonic Youth’s huge success during the decade: “We made the decision to have a child at a time when we knew we could have a support structure.” Any earlier “would have been ridiculous. I think we were smart enough to not procreate in the 1980s.” Fletcher’s experience was also ameliorated by a generous budget. “Everyone was there to give us everything we needed.”

Is it easier being a dad in pop than a mum? Certainly, none of the men I speak to reports facing any hostility from the music industry when adjusting their work to accommodate fatherhood. “The only person who would ever do that is a band’s manager and they might say, ‘It’s going to impact on our finances’ or whatever,” says Goddard. “You’d have to be a bit of a dick to bring that up as a problem.” The concessions required seem to be relatively modest: just that gigs be scheduled further in advance or limited in number. “Hot Chip still end up playing in the middle of the night at festivals across the world,” Goddard says. “The band has continued to run mostly in the way that it always did.” Fletcher says he finds juggling schedules “pretty challenging”, but Ghetts says he finds the flexibility a blessing: “I’ll start work very late and work through to the morning and have a nap in the day. The scheduling is pretty much freestyle but it works out”.

And while women are often beleaguered by the phenomenon of “mum guilt” – the concern that (practically all) their actions are having a detrimental effect on their children – men have the much milder husband guilt. “My worries stem from putting extra pressure on my wife,” says Spearman, with Goddard adding: “There’s an imbalance in how much adult personal free time we have – my wife has far less. I have a little bit of an ego, I like that adoration from the crowd. My partner really doesn’t have much of that in her life. The incessant looking after two small people is a far more difficult thing.”

There are so many more expectations, stresses and issues for women, those pressures only amplify as they get older Tom Fletcher

The artists acknowledge more widely and deeply rooted inequality, too. “I think it’s still seen as a bigger deal when a woman has a child,” says Goddard, who says that although his manager didn’t mind him taking paternity leave, “if a woman was needing to take off six months or a year, maybe that’s different.” Fletcher cites the existing pressures on young women in pop – “there are so many more expectations, stresses and issues, and I think those pressures probably only amplify as they get older” – as well as “the hormones, what happens to your body” that men don’t experience. Spearman brings up the way female musicians are viewed through the prism of motherhood even if they don’t have any children: “Men don’t really get those questions: ‘Are you going to settle down and have a child?’ Women must be asked about it all the time.” When I ask whether Coyne, who had his first child at the age of 58, was ever faced with that question, he highlights another disparity. “I would say even in my 30s, 40s and most of my 50s, ‘I probably will have some kids.’”

What about the impact of fatherhood on their artistry? Moore says he was determined that neither his nor Gordon’s work “was going to be interrupted”. Coyne agrees that having his time punctuated by parenting proves no detriment to his work. “It’s good to be focused, but it’s also good to get unfocused, and refocus. It’s not like you have to go to the mountaintop and realise all your creative ideas and then you come back down. The mountaintop is in the other room, just go there for a minute and come back.” Ghetts is the only musician who says fatherhood has had a negative impact – albeit only temporarily. “Having a daughter actually stunted my creativity, because I was always overthinking about everything – what my daughter would think in years to come.”

Little monsters of rock … Ozzy Osbourne with son Jack, 1985. Photograph: Mirrorpix/Getty Images

Historically, having children has not seemed to impede a hellraising image: Ozzy Osbourne was a father of three when he bit the head off a bat. Nor does it dull revolutionary potential: David Bowie had his son Duncan in 1971, shortly before shattering pop into pieces. But while nobody I spoke to felt they had a decreased commercial value post-parenthood, there was less consensus regarding the effect on their persona. Fletcher says fatherhood “didn’t have an impact on the way we were going to present ourselves or the way we were perceived. We naturally are getting older and one of the beauties about being in a band is it keeps you feeling young.” Ghetts says “there’s a generation of rappers now who are in the limelight that [think] fatherhood’s cool, fatherhood’s sick”.

Goddard is more ambivalent. “My coolness factor has probably pretty much disintegrated. Maybe it should be more normal for people who are involved in rock and electronic bands to just be dads, decent family guys.” Spearman says Everything Everything didn’t want to mention fatherhood “too much” in the press release for their new album, “because it makes us look a bit old. And it’s a bit of cliche to be like, ‘We’ve written a record about having a kid,’ which is not what our record is about. We don’t want to overstate it.”

So the threat of being considered in more reductive terms is, it seems, also a possibility for men with children. That said, Spearman and co haven’t noticed any real-world implications yet. “We got playlisted on Radio 1,” he says happily. “Not bad for a dad band!”",TheGuardian,1,,,,,,,,,,,,
186,186,"Graham: We Need Win in Georgia to Ensure ‘This Nutjob, Tanden’ Doesn’t Run OMB",['Ian Hanchett'],"On Monday’s broadcast of the Fox News Channel’s “Hannity,” Sen. Lindsey Graham (R-SC) stated that if Republicans “want to make sure this nutjob, Tanden, doesn’t become the director of the budget, in charge of the Office of Management and Budget, then make sure we win in Georgia.”

Graham said, “If we win both seats in Georgia, I’ll be the Budget Chairman, anybody — the OMB director has to come before the Budget Committee for hearings to be confirmed. I think I would ask different questions than Bernie Sanders, who’d be the Budget Chairman if Democrats win in Georgia. So, if you want to stop this nonsense, if you want to make sure this nutjob, Tanden, doesn’t become the director of the budget, in charge of the Office of Management and Budget, then make sure we win in Georgia.”

Follow Ian Hanchett on Twitter @IanHanchett",BreitBart,-1,,,,,,,,,,,,
910,910,Piers Corbyn found guilty of breaching regulations at lockdown protest,[],"Piers Corbyn, the brother of the former Labour party leader, has been found guilty of breaching emergency health regulations at an anti-lockdown protest in London’s Hyde Park.

During the two-day trial in Westminster magistrates court, the 73-year-old weather forecaster and climate change denier argued that his rights to freedom of expression and peaceful assembly had been illegally restricted.

Corbyn had denied two counts of participating in public gatherings of more than two people during the coronavirus emergency in Hyde Park on 16 Mayand 30 May.

He was convicted of an offence on the first date but acquitted on the later charge. District Judge Sam Goozee ruled that it was wrong for Corbyn to be charged with breaching the regulations on 30 May , because he had already been issued with a fixed-penalty notice earlier that day.

Finding him guilty on the first charge, Goozee said: “Without the regulations in place, your conduct would have been lawful. But the enforcement of regulations was necessary for public health.

“Police took a measured response. You, however, didn’t engage with police – police action in arresting you was necessary and proportionate.”

The judge gave Corbyn an absolute discharge – meaning he will not be fined or face any further punishment – after hearing that he had spent 12 hours in custody after being arrested.

David Povall, prosecuting, earlier told the court that the gathering near the park’s Speakers’ Corner on 16 May involved around 100 anti-lockdown protesters. Corbyn, of Southwark, south London, had taken part in the protests by “addressing the gathering and encouraging … others to gather around him to listen to what he was saying,” the court heard.

Povall said officers had adopted a “light-touch policing” approach by encouraging the gatherings to “disperse without the necessity for enforcement action”.

But Corbyn, he added, had “deliberately” participated in the gathering “by way of making public addresses” and that he allegedly “disregarded advice and directions from police over a sustained period”.

A video played to the court showed Corbyn using a megaphone to claim that Covid-19 “is not a pandemic” and argue that “if it carries on like this, we have a Big Brother society imposed upon us”.

But Ben Cooper, QC, representing Corbyn, told the court: “This case concerns a 73-year-old, law-abiding man, who attended Speakers’ Corner alone on two occasions to peacefully and exclusively express dissent through use of speech.

“Mr Corbyn attended to deliver a short speech, and he did so during a period of time when members of the public were permitted and indeed encouraged to go outdoors for a variety of other, banal purposes. A man of good character, Mr Corbyn spent a considerable amount of time in a police cell as a result.”

Cooper said police made no attempts to facilitate a safe protest consistent with public health regulations. A “blanket ban” on all demonstrations was not necessary for the legitimate aim of protection of public health, Cooper added.

On the second date, other protests, including a Black Lives Matter demonstration, had been allowed to go ahead, the court was told.

Addressing around two dozen supporters outside the court after the verdict, Corbyn raised his fist in the air and said: “We’ve had a tremendous result.”",TheGuardian,1,,,,,,,,,,,,
546,546,,,,TheGuardian,,,,,,,,,,,,,
675,675,Lido ladies and a cathedral spruce: Wednesday's best photos,[],"London, UK Jessica Walker and Nicola Foster, known as the Lido Ladies, swim at Charlton Lido in Hornfair Park, on its first day of reopening after the second national lockdown ended

Photograph: Victoria Jones/PA",TheGuardian,1,,,,,,,,,,,,
