,Title,Author,Text,Resource,Label,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
418,The Guardian view on Poland’s Catholics: losing faith in their church | Editorial,[],"During the five years in which the Law and Justice (PiS) party has governed in Poland, the lines between politics and religion have become, to put it mildly, blurred. In a sermon last week, for example, the archbishop of Kraków, Marek Jędraszewski, offered episcopal backing for the government’s refusal to sign off on the European Union’s Covid recovery fund.

By linking the fund to a controversial “rule of law” clause, Archbishop Jędraszewski said, Brussels was seeking to impose a “neo-Marxist vision of a new order that rejects God’s kingdom”. The clause, he claimed, was a Trojan horse that would be used to impose abortion on demand, gender “ideology” in schools and other assorted liberal heresies. Bishops and prelates have also lined up alongside the government during its culture wars over Muslim refugees and LGBTQ+ rights. As clerics and ministers operate in authoritarian symbiosis, Poland has at times resembled a theocracy in the heart of the EU.

Ultra-conservatives such as Archbishop Jędraszewski have revelled in this proximity to secular power. But there are intriguing indications that the most influential church in Europe may have overplayed its hand. Increasing numbers of Poles, it seems, are growing tired of being bullied by bishops. A survey earlier this year found that only 35% now take a positive view of the church. Among young people that figure fell to 9%. The number of priests abandoning their vocations is among the highest in Europe.

October’s controversial abortion ruling by Poland’s constitutional court, which, if ratified, would amount to a near-total ban, has generated a huge backlash. The Polish bishops’ conference warned Catholics not to take part in the mass protests that followed the judgment. As some demonstrations targeted churches, PiS’s leader, Jarosław Kaczyński, called on Poles to “defend the church at any price”. But the strength of feeling is such that old taboos are losing their hold. Protests against the court ruling have taken place in small communities where the local church’s authority has seldom been challenged. In one town near Warsaw, the hands of a statue of Saint John Paul II were daubed with red paint.

Sexual abuse scandals highlighted in the Polish media have also significantly eroded trust. John Paul II’s judgment was criticised in last month’s Vatican report into abuse by the disgraced ex-cardinal Theodore McCarrick. The former pope’s secretary, Cardinal Stanisław Dziwisz, has been accused of covering up abuse cases in the Polish church. Many Poles believe that the church’s steadfast support for the PiS government has ensured a hands-off approach by the government into allegations of abuse.

Under Mr Kaczyński, PiS has pioneered a politics that weaponises Christianity in the service of an illiberal nationalism that targets minorities and flouts European norms. Viktor Orbán’s Hungary borrows from the same playbook. In Italy, the leader of the rightwing League party, Matteo Salvini, is rarely seen these days without a rosary. Co-opting scripture for short-term political gain may make sense for opportunistic politicians, but for churches, going along with it is a dangerous game. Last month, a group of prominent priests and lay Catholics called on the Polish church to distance itself from PiS and to “abandon anything which, in the eyes of many, including Catholics, smacks of a throne-altar alliance”. Their statement denounced attempts to “exploit the church for the political interests of the ruling party”. If the country’s ecclesiastical hierarchy is wise, it will pay heed. According to one survey this year, a big majority of Poles still consider themselves religious. But they are rapidly losing faith in their bishops.",TheGuardian,1,,,,,,,,,,,,
419,Covid has shown me what lies beyond boredom: post-boredom,[],"I have already started practising my small talk for Christmas. “Good, thanks. You?” I keep saying into a mirror, fully aware that in the past eight months I have more or less completely lost the ability to make conversation with humans. “What did I do with the time? Wow, the year has gone so quickly, hasn’t it?”

At this point I pause meaningfully because I know I have about two minutes of material to stretch over a five-day festive period with fewer people than usual, so I really need to make it last. “Let’s see, umm … got really into jigsaws for a bit. Rearranged the spare room into an office. Learned to make this one really good curry recipe from the BBC website. Uh … got 11 solo wins and about 24 duo wins on Fortnite.” Is that good?, they’ll ask, and I’ll have to admit that no, not particularly. “It’s a game for 12-year-olds that I play compulsively,” I’ll explain. “Every day I log in and let adolescents embarrass me in an online world that allows them to dance joyously on the remains of my corpse.” Oh, they’ll say. I think there’s something – I think there’s something happening in the other room. I really ought to…

I think it’s important to address the fact that I am bored. I am, to my bones, bored of this. I know that in the current climate, being bored is a high luxury, but it doesn’t make it any more thrilling. In fact, I am so deep into boredom that I have burrowed beneath the previously accepted boundaries of the concept, and have now emerged, apathetically, into post-boredom.

I never thought this would happen: if you had offered me, at the start of the year, the chance to sit inside for eight months chain-watching Netflix and not really going out or doing anything, and told me that being glued to my sofa would be reframed from a “sign of a life falling apart” to something I was doing “for the moral good of the country and the world as a whole”, I would have bitten your hand off for it.

I excel in inactivity. A squalid little part of me always imagined that I’d thrive in the ambient boredom of prison – not the gangs part of prison, or the crapping in a room with someone watching you part, or the shanking someone for some cigarette bit, or getting a pool cue cracked over me, but I really think I’d get some good letter-writing done. Lockdown has offered all the perks of prison (time) and none of the cons (prison), and yet what have I done with it? Watched part, but somehow still not all, of The Sopranos. That’s not really good enough.

This boredom is dangerous, because I’m not the only one experiencing it. Humans can only live in fear for so long, and I think, for a lot of us, being high-key scared of coronavirus wore off some time around June. Second lockdown has been a poor impersonation of the first one – no clapping, no supermarket queues, no Houseparty, The Undoing – but we wore through our boredom reserves and gnawed at the core of the human condition.

Though I think it’s psychologically ungreat for the biggest health threat of my lifetime to be reduced to a background hum of danger, an unseen force that just makes me swerve people in the corridors of my block of flats as I go downstairs for the post and not much else, it’s possibly even worse that we’ve worn boredom down to the bone. If we’ve worked through fear, and worked our way through boredom, what, really, is there left? Speaking only for myself – someone who mildly considered buying prescription orange-tinted glasses this week just to feel something – the answer can only be “chaos”.

Christmas is coming, and once that is done we might well be facing a threat of Lockdown 3.0. A third lockdown in the most miserable month of the year won’t be difficult for those of us who have adapted to the beige rigours of not really doing very much – stay indoors, pick yet another box set, even if the prospect of yet another minute-and-a-half-long opening sequence fills you with dread.

But, beyond that, it’s hard to know where the bored-of-boredom will end. We’re all tiptoeing around the idea that “normal” doesn’t exist any more, and whatever tattered social landscape greets us once this entire pandemic is lifted will be practically unrecognisable (and far, far worse) than what we were used to in the old days. But what will we do in a post-boredom economy? What will we do when traditional acts of rest and relaxation inspire juddering flashbacks to lockdown? It’s hard to know what anything in the world will look like come 2021, but I’m certain that boredom will look different to us for the rest of our natural lives.

• Joel Golby is a writer for the Guardian and Vice, and the author of Brilliant, Brilliant, Brilliant Brilliant Brilliant",TheGuardian,1,,,,,,,,,,,,
420,Cutting UK overseas aid could harm the fight against future pandemics,[],"This year, we’ve seen how a previously unknown animal virus can spill over into the human population in one country, pass rapidly between people, and spread across the world in days. With nearly 1.5m reported deaths from Covid-19, the virus is a startling indication of how the health of the world’s human population is inseparable from animals and the environment that we share with them.

Treating health in a way that recognises these interdependencies is called the One Health approach. Rather than studying human health in isolation, this approach considers how the health of people, animals and the environment are intimately related. Zoonotic diseases that we catch from animals emerge most frequently in places where humans and animals interact closely, while the globalisation of trade and international travel, the intensification of agriculture and ecosystem destruction all contribute to the increased risk of animal pathogens infecting humans. Instead of leaving the job of protecting human health exclusively to medical experts, the One Health approach shares responsibility across veterinary, biological, environmental and social sciences.

We’ve worked as principal investigators on international One Health projects in parts of Asia and Africa for years, working with local scientists to research zoonotic diseases. Through one of our projects, working with scientists in India, Sri Lanka, Bangladesh and Vietnam, we study zoonotic diseases and antimicrobial resistance linked to poultry, such as avian flu, which remains a significant pandemic risk. Another project trains scientists in Kenya, Ethiopia, Eritrea, Somaliland and Somalia in One Health research techniques, including into zoonotic and potentially pandemic diseases.

These programmes and many others like them are supported with funding from UK Aid. Some £1.5bn of the UK’s commitment to spending 0.7% of gross national income (GNI) on overseas aid was used to create the Global Challenges Research Fund (GCRF), which has enabled UK scientists and researchers to develop networks and projects with scientists in low and middle-income countries across the world.

But at a time when this international approach is needed more than ever to protect us from future pandemics, it’s coming under threat from the government’s proposal to slash its aid budget by a third, from 0.7% to 0.5% of GNI. We don’t yet know where the axe will fall, but some researchers are worried that in the longer term, projects focused on building the capacity to deal with emerging pathogens in other countries could lose funding.

Not only has funding from UK Aid put UK science and innovation on the global map – it’s also been crucial in preventing the emergence of pandemics and funding treatments for them. The government has pledged £7.2m in UK funding for 20 new research projects to address the impact of Covid-19 on the world’s most vulnerable communities, and the GCRF, for example, invested £12.4m to help establish five UK-led global vaccine networks involving hundreds of academic organisations in Europe, North and South America, Asia and Africa. These networks support scientific collaborations and help build research capacity across the world. One of these, the International Veterinary Vaccinology Network, specifically targets vaccines for animal diseases, helping to protect food security and potentially reduce the risk of zoonotic disease spillover to people.

And since 2015 the government has committed £120m funding from the UK aid budget to support the manufacturing and delivery of vaccines for diseases that the UK Vaccine Network has classed as having the potential to cause pandemics. This work, undertaken largely in the UK, focuses on helping to develop vaccines for emerging diseases in low- and middle-income countries. As pandemics do not recognise borders, this work also helps protect UK health.

Take the Mers coronavirus for example. This virus, first identified in 2012 in Saudi Arabia, was one of the diseases on the UK Vaccine Network’s priority list. It causes severe respiratory disease and is transmitted to humans from infected dromedary camels. Funding for Mers vaccine development was awarded to the Oxford Jenner Institute, which had already reached an advanced stage in its research by the start of 2020, allowing the researcher teams to rapidly adapt their approach to develop the Oxford/AstraZeneca vaccine.

We’ve already experienced numerous recent disease outbreaks that originated in animals, from Sars to H5N1/H1N1 influenza, Mers, Ebola, Zika and now Covid-19. We can be confident that many more will follow. Alongside these sporadic emergencies, which rightly receive huge media attention, the world faces a more insidious and arguably even greater danger from the ongoing march of global antimicrobial resistance (AMR).

In the words just last week of the WHO director-general, “Antimicrobial resistance … threatens to unwind a century of medical progress and leave us defenceless against infections that today can be treated easily”. Like viral pandemics, the causes of AMR are complex, often originate in contexts where animals are in close contact, and are best addressed with an interconnected approach that considers factors such as water, sanitation and hygiene as well as the misuse of antibiotics to treat animal and human diseases. And like pandemics, the development of AMR in one part of the world threatens everyone.

The UK’s track record in funding international One Health projects, including vaccinology for human and animal diseases, has put it in a strong position to help end the current pandemic and prevent the next one from emerging. But the government’s decision to reduce its commitment to UK aid to 0.5% GNI, considerably less than the 2010 level of 0.57%, threatens to deplete future funding that makes these crucial projects possible.

• Matthew Baylis is director of the Global Challenges Research Fund HORN project and professor of veterinary epidemiology at the University of Liverpool. Fiona Tomley is director of the GCRF One Health poultry hub and professor of experimental parasitology at the Royal Veterinary College, London. She is a member of the UK Vaccine Network.



",TheGuardian,1,,,,,,,,,,,,
421,The Undoing was the perfect pandemic TV,[],"If you want to murder people for entertainment there are certain rules that really ought to be followed. Namely, you’ve got to give an attentive audience a chance to work out whodunit. The members of the Detection Club, a 1930s secret society of British mystery writers including Agatha Christie and GK Chesterton, were obsessed with this idea of “fair play”. Members of the club pledged not to conceal vital clues from the reader and make no use of “Divine Revelation, Feminine Intuition, Mumbo Jumbo, Jiggery-Pokery, Coincidence, or Act of God.”

What, one wonders, would the Detection Club have made of The Undoing? The star-studded HBO drama on Sky Atlantic didn’t include any divine revelations but it had a hell of a lot of bizarre plot holes and red herrings. I won’t spoil the ending for those who haven’t seen it, but it left audiences feeling duped rather than out-smarted. The show gave you all the clues to figure out whodunit – it shoved them right in your face at the beginning and left them there – but somehow it didn’t really play fair. There were too many loose ends and unbelievable plot points. You also spent half the time wondering why everyone’s accent kept changing; Nicole Kidman, in particular, seemed to forget she was playing an American.

Don’t get me wrong, I’m not saying The Undoing was a bad show. Quite the opposite: despite its underwhelming ending it was perfect pandemic TV. Many us have been spending lockdown looking at property porn, imagining all the glamorous places we could be quarantined if only our budgets allowed, and The Undoing was full of fabulously wealthy New Yorkers in extremely fancy homes. You got to marvel at the 1%’s mansions while simultaneously feeling glad you weren’t one of them because they were all so sad or sociopathic. I also enjoyed watching Kidman strut around Manhattan in her collection of fancy coats. It’s weird to feel homesick for the city that you live in, but seeing New York in all its pre-pandemic glory did exactly that.

Perhaps the best part of the Undoing, however, was its length. The six-part limited miniseries was long enough for you to get invested in it; short enough not to get tedious. 2020 feels like it is dragging on and on – giving me a new appreciation for TV shows that know how to swiftly wrap things up.",TheGuardian,1,,,,,,,,,,,,
422,"I never thought I was a chess person. Then Covid came, and I've found the game cathartic",[],"Back in April, months before Netflix’s series The Queen’s Gambit caused a sensation and a run on chess sets, I started playing chess with an app on my phone. This was a strange thing for me to do, since I had never thought of myself as someone who would ever be good at chess. Every time I’d ever played anyone, I’d lost almost immediately, coming away feeling frustrated and dumb. I guess I liked to think it was because I’m more of an intuitive, right-brained person, not a plotter or a planner. And so I avoided chess for most of my life. But something about April, with Covid-19 raging and New York City on lockdown, sent me into the battlefield.

I’d never really realized before that it is a battlefield. Playing chess is like being thrust into an episode of Game of Thrones. As I lay in bed at night, unable to sleep, anxious and fearful about the plague that was whipping through the city, taking the lives of thousands and then tens of thousands, I was advancing across the field like a wildling wielding its spear. Sometimes, in my imagination, I was Boudicca, the legendary, first-century redheaded Celtic queen who waged war against the Roman invaders. I loved hearing the thunk of the app when my piece would land, taking out an adversary. Chess is combat. And it’s exhilarating.

Playing chess has made me think a lot about my brother Danny, who died of an epileptic seizure in 2005, at age 46. I feel like I’ve come to know Danny better in the last few months than I ever did when he was with us. Danny was a high school chess champion. From the ages of about 14 to 18, he was obsessed with chess. Every day he would come home from school and sit down in his room with his friends Eric or Hugh and play intense games of chess with an accompanying chess clock. I would hear them banging the clock and screaming at each other – sometimes argumentatively, sometimes joyously. I just thought they were weird. They were weird. They were brilliant boys, nerdy, intellectual. At Danny’s funeral, which was held in Florida (where we were born and raised, though he spent most of his adult life living in LA, where he worked in the film industry), many people talked about how Danny was the smartest guy they’d ever known.

But it isn’t always easy being that smart. Danny had a rather hard life, and I can see now that high school was probably especially hard for him. He was different. He was skinny. He had a terrible case of acne. He was constantly battling with our father, who was maddeningly critical of him, often for no good reason. (In many ways, they were much alike.) Chess, I see now, was Danny’s escape. In chess, he no longer had to be the difficult boy he was – he was a knight, a king. He was winning. He was powerful. And he became so through using his wonderful brain.

After I’d been playing chess for a few months – first against the app, and then against the anonymous players you can connect with online – I felt like I was ready to play an actual person in real life. I’d started to win! (Well, some of the time.) So I asked my daughter, who is 20 and lives with me, to sit down for a game. She beat me in four moves. I was astonished! How did I still suck so bad? But I also felt a little twinge of pride, and thought about how funny my brother Danny would have found the whole thing. He’s the one who first taught me how to play chess, though he soon grew impatient with my hopelessness. Now, we often play together, my daughter and I, and sometimes I tell her about my brother Danny, remembering all the things he taught me. It’s a nice way to spend quarantine.",TheGuardian,1,,,,,,,,,,,,
423,Today in Focus,[],"Today in

Focus

Listen to the story behind the headlines

for a deeper understanding of the news.

Every weekday with Anushka Asthana.",TheGuardian,1,,,,,,,,,,,,
424,The Crown – fact or fiction? - podcast,[],"Royal correspondent Jennie Bond, who has covered some of the most dramatic years of the monarchy, discusses whether The Crown is an accurate depiction of palace life

On Sunday, the culture secretary said he planned to write to Netflix and ask that a “health warning” be played before The Crown – an historical drama depicting life inside the palace – so viewers would be aware the show was a work of fiction. Oliver Dowden worried that viewers would not be able to distinguish fiction from fact. His intervention followed complaints that the fourth series of the drama had abused its artistic licence and fabricated events.

The broadcaster Jennie Bond has reported on the royals for more 30 years. She talks to Anushka Asthana about the accuracy of The Crown, and discusses her interactions with the Queen, her close relationship with Diana, Princess of Wales, and why she feels the portrayal of Charles is perhaps the least realistic. “He comes over as a bit more of a wimp than the Charles I know,” Bond says.",TheGuardian,1,,,,,,,,,,,,
425,Manchester United v Paris Saint-Germain: Champions League – live!,[],What term do you want to search? Search with google,TheGuardian,1,,,,,,,,,,,,
426,Klopp's kids and a new Champions League format - Football Weekly,[],"Max Rushden is joined by Barry Glendenning , Natasha Henry , John Brewin and Sid Lowe to discuss the Liverpool and Man City qualifying for Champions League Round of 16, Zidane’s woes, a potential new Champions League format and Anton Ferdinand’s new documentary, ‘Football, Racism and Me’.

Rate, review, share on Apple Podcasts, Soundcloud, Audioboom, Mixcloud, Acast and Stitcher, and join the conversation on Facebook, Twitter and email.



Liverpool qualified for the Champions League round of 16 thanks to a 1-0 win over Ajax, with Jürgen Klopp’s young players taking centre stage, particularly Curtis Jones and Caoimhín Kelleher.

Man City had to settle for a draw with Porto after a dubious offside decision but qualified for the last 16 regardless. We ask Sid about the pressure on Zinedine Zidane following his recent failings with Real Madrid in La Liga and in the Champions League discuss the possibility of a Champions League reformat that could happen in 2024.



To finish, the pod reflect on Anton Ferdinand’s recently released documentary, ‘Football, Racism and Me,’ which aired on the BBC recently.",TheGuardian,1,,,,,,,,,,,,
427,Sevilla v Chelsea: Champions League – live!,[],What term do you want to search? Search with google,TheGuardian,1,,,,,,,,,,,,
428,Fans are back! But avoid using toilets during peak times,[],"THE RETURN OF PROPER FOOTBALL

If nothing else, the last few months have proved conclusively that the old adage “football without fans is nothing” is bull, tish, pish, balls, balderdash, piffle, waffle, yap and mummery. True, football without fans is not very good. But imagine what the last nine Covid-infused months would have been like without any football at all. The Fiver can only speak for itself, but we’d either be in prison, a gutter or rehab. Or on the run. Or maybe we’d have used the time spent watching the likes of Leicester v Fulham at 5pm on a weekday to learn a new language, or get round to reading Finnegans Wake, or whatever it is you haven’t done either. Leicester v Fulham is better, though, isn’t it?

But now fans are back! This evening, at 7pm, Brunton Park will welcome the first supporters to an English professional game in a non-trial event since the sport was suspended on 13 March. Carlisle United have sold all 2,000 tickets on offer for their League Two match against Salford, the first step on a long road back to some sort of normality. Fans have to arrive early, wear face masks, observe social distancing, not touch the ball if it comes near them, not approach players, and avoid “unnecessary movement”. They’ve also been advised to avoid using toilets during peak times such as half-time and full-time, although now we come to think about it, that might have already been covered with the unnecessary movement clause.

They can also cane booze like there’s no tomorrow, without having to purchase a “substantial meal”, and are of course permitted to sing as long and loud as they like, either in support of their team, or to advise Michael Gove where he can store his scotch eggs. Luton, Wycombe, Charlton, Shrewsbury and Cambridge also welcome fans to their stadium a little later this evening, while Arsenal will become the first top-flight club to fling open their gates again on Thursday night, for the Big Vase fixture against Rapid Vienna. Given Arsenal’s poor form, the willingness of their support to offer trenchant in-game critiques, and how clearly and crisply we’ll be able to hear all these observations with such a small crowd in, expect the TV commentary to be one long rolling 90-minute apology for bad language. The Fiver is very much looking forward to it.

LIVE ON BIG WEBSITE

Join Nick Ames at 8pm GMT for minute-by-minute coverage of Manchester United 1-2 PSG in Big Cup, while Scott Murray will be on hand for Sevilla 2-2 Chelsea.

QUOTE OF THE DAY

“I’m not going to resign [after the 2-0 defeat by Shakhtar], no way. We have always had delicate moments. It is true that it is a bad streak in terms of results, but we must continue. We played very well in the first half but the ball didn’t want to go in the net” – Zinedine Zidane does some expert straw-clutching as he steers Real Madrid towards the glamorous environs of Big Vase Round of 32.

Not quitting. Photograph: Eurasia Sport Images/Shutterstock

RECOMMENDED LISTENING

Get your ears round the latest Football Weekly podcast, here.

FIVER LETTERS

“After the FA Cup draw paired Marine with Spurs (Tuesday’s Bits and Bobs) I was astonished to read that Neil Young is still linked with Crosby. All we need now are Stills and Nash. (Fiver readers under 55 may need to ask a bill-payer to explain this to them) But surely Neil can’t believe Crazy Horse Mourinho has a Heart of Gold? We all know that José virtually guarantees money-spinning TV coverage but his sides arrive Like a Hurricane, and After the Gold Rush what then for our Neil (he could retire to Sugar Mountain – Fiver Ed)?” – Mark McFadden.

“Apropos of nothing (I was bored at half-time in the Shakhtar v Real Madrid game) but pointless stat of the day has to be that Zinedine Zidane at Real Madrid has now lost more games and has a lower win percentage than David Moyes at West Ham this season” – Noble Francis.

“Leon-Ben Lamprecht refers to the ‘Department of Redundancy Department’. Would that be part of the Birmingham School of Business School?” – Alan Murphy.

“I can’t believe 1,056 other people haven’t taken the time to write to you to tell you they knew exactly what you meant when you used the phrase about Maradona being the “greatest GOAT”. He was. He was the Greatest “Greatest of all Time”. Nevermind people boring you about a basketball GOAT because they watched a Netflix documentary during lockdown or the tennis GOAT cause let’s be honest – tennis just can’t unite a nation. Neither can golf. Or athletics. Or boxing. No. There can be GOATs in respective sports but Maradona was the Greatest GOAT! That’s what you meant wasn’t it? Honestly, sometimes you have to fight back!” – Andy Morrison.

“While Jossy would no doubt give his right nut to play for the Magpies again (Tuesday’s Bits and Bobs), may I be the first of 1,057 to point out that the erstwhile Glipton Grasshoppers are from Lancashire?” – Andrew Taylor (and, worryingly, no others).

Send your letters to the.boss@theguardian.com. And you can always tweet The Fiver via @guardian_sport. Today’s winner of our letter o’the day prize is … Andrew Taylor, who wins a copy of The Got, Not Got Football Gift Book – Every Fan’s Catalogue of Desires, by Derek Hammond and Gary Silke (postage available to UK only, sorry – Fiver Postal Ed].

NEWS, BITS AND BOBS

Mikel Arteta has backed the use of temporary concussion substitutes in football, following the horrific clash of heads between Raúl Jiménez and David Luiz, while Sir Geoff Hurst has also supported the idea.



Brexit means Brexit! Premier League and EFL clubs cannot sign foreign players until they are 18, with all transfers from EU nations set to be subject to work permits.

Neil Lennon was “hurt” by Queen’s Celtic fans’ protests. “Some of the criticism is over the top,” he sniffed. “It can turn around very quickly, then it’s baby steps after that.”

Norn Iron beat Wales to the the Euro 2022 qualifying play-offs, and are now one step away from a historic first major women’s tournament finals appearance but there was heartbreak for Scotland after a comedic Finnish finnish led to their elimination.

Frank Lampard’s Chelsea’s Frank Lampard has praised the attitude of Callum Hudson-Odoi in a move straight out of the Football Manager textbook. “It was hard not to include him in the Tottenham game,” cooed FLCFL. “He took it well. His reaction in training was great.”

The USA! USA!! USA!!! women’s national team have reached an agreement with the US Soccer Federation over equal work conditions with their male counterparts. About time too.

And roundups! Get ya roundups! Here’s our Big Cup one, and here’s one for the Championship, with Wayne Rooney denied a win in Fergie-Time.

STILL WANT MORE?

Jamal Musiala is Bayern Munich’s latest young star and he qualifies to play for England. Sid Lowe ran the rule over him against Atlético Madrid.

Roberto Firmino took just 22 Big Cup minutes to show his Liverpool worth, reckons Paul Wilson.

James Milner’s unique place in football history and Sir Stanley Matthews’ 70-year span feature in this week’s Knowledge.

The ‘James Milner door’ is suitably understated. Composite: LiverpoolFC/CameraSport 2020/Getty Images

Lee Bowyer, the isokinetic dynamometer, new lawnmowers, Guns N’ Roses? Ben Fisher chews the fat with Thomas Sandgaard, Charlton’s ‘Superman’ owner.

“I wasn’t allowed to play football as a girl … it just felt so unfair and such an injustice.” Suzanne Wrack speaks to Kelly Simmons, the FA technical director of the women’s game.

Oh, and if it’s your thing … you can follow Big Website on Big Social FaceSpace. And INSTACHAT, TOO!

‘ANOTHER BLOATED DISCO, ANOTHER SNIFF OF ROMANCE’",TheGuardian,1,,,,,,,,,,,,
429,BBC turns down Tyson Fury's request to be removed from Spoty shortlist,[],"The BBC Sports Personality of the Year award descended into confusion and then farce on Wednesday after the corporation rejected a demand from the world heavyweight champion Tyson Fury to be the first ever athlete to be taken off its shortlist.

The BBC’s decision came after the controversial fighter took to social media to claim that he didn’t need any “verification” from awards before imploring his supporters not to vote for him. But after several hours of crisis talks the BBC insisted that Fury, who is the third favourite for the award behind the Formula One driver Lewis Hamilton and the snooker star Ronnie O’Sullivan, would remain on its six-strong shortlist.

“The shortlist is decided by an independent expert panel who choose contenders based on their sporting achievement in a given year,” a BBC spokesperson said. “On this basis Tyson Fury will remain on the list for SPOTY 2020. As always the winner will be decided by the public voting during the live show and it is of course up to Tyson if he chooses to participate in the show.”

Fury, who was also joined on the shortlist by Stuart Broad, Jordan Henderson and Hollie Doyle, started the controversy earlier on Wednesday with a post on his Instagram account.

“This is a message for bbcsport and their SPOTY award - please take me off your list as I’m the people’s champion and have no need for verification or any awards,” he wrote. “I know who I am and what I’ve done in the sport. I have the love of the people which means more to me than all the awards in the world. To anyone who supports me, don’t vote.”

Fury’s initial inclusion had sparked controversy given he has previously served a two-year doping ban and is under active investigation by the UK Anti-Doping Agency following allegations that a member of Tyson Fury’s team offered a farmer £25,000 to provide a false defence after the heavyweight champion failed a drugs test in 2015.

Hi this is Tyson fury the gypsy king, this is a message for the @bbcsport and there spoty award, please take me off your list as I’m the people’s champion and have no need for verification or any awards. I know who I am & what iv done in sport. I have the love of the people... pic.twitter.com/iwNYblTZG4 — TYSON FURY (@Tyson_Fury) December 2, 2020

Fury and his cousin Hughie, both blamed their positive tests for nandrolone on eating uncastrated wild boar or ingesting contaminated supplements – citing two statements from the Preston farmer Martin Carefoot saying he had given them the meat in their defence.

However, in March Carefoot changed his story, telling the Mail on Sunday that he provided two false statements after being offered a financial inducement by a member of Fury’s team to lie. Fury’s subsequent promoter, Frank Warren, described the allegations as “total bullshit”.

This is only the second time in the history of the awards that a shortlisted athlete has asked to be removed from the shortlist. In 2015 the Olympic long jump champion Greg Rutherford wrote a private letter to the BBC because he felt uncomfortable being part of the ceremony with Fury – who earlier that year had claimed that “there are only three things that need to be accomplished before Devil comes home. One of them is homosexuality being legal in countries, one of them is abortion and the other is paedophilia.”

Rutherford, whose sister is gay, was eventually persuaded to take part in the ceremony after his letter was leaked. But in his autobiography he admitted he wished he hadn’t changed his mind. “I didn’t enjoy it one bit,” he wrote. “I turned up late and left as soon as I possibly could.”",TheGuardian,1,,,,,,,,,,,,
430,Spoty: Lewis Hamilton in pole position with Doyle only woman on shortlist,[],"Lewis Hamilton is the overwhelming favourite to win the BBC Sports Personality of the Year Award for a second time after being named on the six‑strong shortlist, with Tyson Fury and Ronnie O’Sullivan seen as his closest contenders.

The jockey Hollie Doyle is the only woman on the list of contenders, which contains the fewest number of female sports stars since the controversial all-male shortlist in 2011 – a reflection of how much women’s sport has been pushed to the margins during the pandemic.

Hamilton 'devastated' after Covid-19 positive puts rest of his season in doubt Read more

Jordan Henderson, the Liverpool captain who lifted the club’s first league title for 30 years, and the England cricketer Stuart Broad, who became the second England bowler after Jimmy Anderson to reach 500 Test wickets, also feature.

Hamilton, who won the award in 2014 and has finished in the top three a record five times, is as short as 1-7 with the bookmakers after winning his seventh F1 title.

Fury, who retained his WBC heavyweight title by knocking out Deontay Wilder, is the second favourite, slightly ahead of O’Sullivan, who won his sixth world title at the Crucible.

Facebook Twitter Pinterest Nominee Hollie Doyle after winning the Phil Bull Trophy Conditions Stakes on Stag Horn at Pontefract in October. Photograph: Getty Images

Doyle, who broke her own record for the number of winners ridden by a British woman in a year in 2020, said she was delighted at being shortlisted.

“It is a huge privilege to be nominated for such an illustrious award,” she said. “It’s hard to get my head around being nominated alongside the likes of Lewis Hamilton, but I’m really pleased that horse racing has been recognised alongside these sports.”

The 24-year-old, who also rode her first Royal Ascot winner and became the first woman to ride five winners on the same card at odds of 899-1 at Windsor in August, said: “Racing can be in its own little bubble as such, so hopefully this might help to open the door to a wider audience.”

Sign up to The Recap, our weekly email of editors’ picks.

Sir Anthony McCoy, who was the last jockey to win the BBC award in 2010 and was honoured with a lifetime achievement award in 2015, also paid tribute to Doyle.

“Hollie has got on with her job quietly, confidently, and successfully. She seems more interested in walking the walk than talking the talk,” he said. “She lets her achievements do the talking and there’s a lot to learn from Hollie. She keeps her head down, she works hard and understands the need to make herself better all the time.” The winner will be announced on 20 December.",TheGuardian,1,,,,,,,,,,,,
