Title,Author,Text,Resource,Label
The psychology behind ‘revenge bedtime procrastination’,[],"The sleep ‘Catch-22’

Although people might resent work squeezing their leisure time, reducing sleep is probably not the best ‘retaliation’. Sleep deprivation, especially long term, can lead to a host of harmful effects, both mental and physical. In Matthew Walker’s book Why We Sleep: Unlocking the Power of Sleep and Dreams, the neuroscientist is blunt: “The shorter your sleep, the shorter your life span.” And people, in general, know this: everybody interviewed for this article felt their sleep patterns were unhealthy – but they still kept late nights.

Psychology may explain the reason why people would choose to eke out this leisure time even at the expense of sleep. A growing body of evidence points to the importance of time away from work pressure; failure to detach can lead to stress, reduced wellbeing and burnout. “One of the most important parts of recovery from work is sleep. However, sleep is affected by how well we detach,” says Sheffield University’s Kelly. It’s important, she explains, to have downtime when we can be mentally distanced from work, which would explain why people are willing to sacrifice sleep for post-work leisure.

“People are stuck in a Catch-22 when they don’t have time to detach from their work before they go to sleep, it is likely to negatively affect their sleep,” says Kelly. The real solution, she suggests, is to ensure that individuals are allowed time to engage in activities that provide this detachment. However, this is often not something employees can achieve by themselves.

Heejung Chung, a labour sociologist at the University of Kent and an advocate for greater workplace flexibility, sees the practice of delaying sleep as the fault of employers. Tackling the problem would benefit workers but also help ensure a “healthy, efficient workplace”, she points out. “It’s actually a productivity measure,” she says. “You need that time to unwind. Workers need something to do other than work. It’s risky behaviour to do only one thing.”

Greater flexibility

Since the pandemic, companies in many nations have implemented work-from-home policies, introducing greater flexibility into working lives but also, in some cases, further blurring already tenuous boundaries between work and home. It’s not yet clear how this might affect the kind of work culture that leaves employees shunning sleep to claw back some free time.

Chung says that genuine change requires an institutional shift, across many companies. “It’s difficult for individuals to react [to their work situation],” she says. But she does advise employees to talk to their colleagues and collectively approach their boss, with evidence, if they want to ask for change.

However, this might not be forthcoming in China. In fact, reports suggest that companies are digging in even more when it comes to overtime as they try to bounce back from losses caused by Covid-19. Krista Pederson, a consultant who works with multinationals and Chinese corporations from Beijing, says that she’s observed this trend. Chinese companies see their working culture as an advantage over markets like the US or Europe where people tend to work fewer hours: “They know they have hard workers who are ruthless and will do whatever it takes to get ahead, including working all the time,” she says.

With such a demanding work culture, employees will keep on tackling the problem in a way that works for them. Despite burning the candle at both ends, Gu Bing loves her job and embraces her stolen leisure time. “Sometimes, I really reckon night time is perfect, beautiful even,” she says. “My friends and I, we converse at night and sometimes we write songs together. It’s quiet and peaceful.”

And there is the option, for the lucky ones, of changing jobs, which is what Emma Rao did, finally swapping her 996 job for a slightly less demanding one. However, Rao has found that old habits are hard to shake. “It is a revenge,” she says of her late bedtimes. “To get back some time for yourself.”",BBC,1
The ships powered by 'green hydrogen',[],"But the real challenge for using it in long-distance shipping is how tricky it is to store. Hydrogen cannot simply replace bunkering fuel in the current system. To store it on board a ship as a liquid, it needs to be frozen using cryogenic temperatures of -253C (-423F), says Hubatova. And even then, it takes up a lot of space – around eight times more than the amount of marine gas oil needed to give the same amount of energy, according to EDF analysis.

The extra space needed by hydrogen has caused concern in the industry that it might need to clear out cargo to make room for the fuel. But an analysis from the ICCT has found that this barrier could be overcome. It found that 43% of current voyages between China and the United States – one of the world’s busiest shipping lanes – could be made using hydrogen without the need for cargo space or to stop more times to refuel. Nearly all the voyages could be powered by hydrogen with only minor changes to fuel capacity or operations, it found.

Ammonia alternative

Hydrogen is often used as a catch-all term for synthetic fuels, but many experts believe another option is actually better: using the green hydrogen to make green ammonia, another fuel which can be either combusted or used in a fuel cell. Ammonia is far easier to store than hydrogen (it needs refrigeration but not cryogenic temperatures), and takes up around half the space since it is far denser. It can also be converted back to hydrogen onboard a ship, meaning it could be loaded and stored on the ship as ammonia but ultimately used in a hydrogen fuel cell.

“At the moment, the best bet is to just turn [hydrogen] into ammonia, which is this ‘Goldilocks fuel’,” says Smith. “Ammonia is so much cheaper to store; you can store it at a pressurised tank, so you don't need to have any sort of cryogenics. It's only a small amount more expensive to make than hydrogen.”",BBC,1
A 70-year-old photographic mystery,[],"Today, the idea of taking a photograph and never seeing the result is hard to comprehend, as we shoot away with our digital cameras or smartphones, instantly sharing photos we take. But wind the clock back to the time when photography was an analogue process, and the delay between taking the picture and seeing the prints could be many months, even years - long enough to forget. And for one roll of film, at least, the wait has been about 70 years.",BBC,1
Black Lives Matter founders: We fought to change history and we won,[],"""Over and over again, the burden and responsibility for violence gets placed at our feet, but nobody talks about the violence that our communities are experiencing both at the hands of government neglect, but also at the hands of police officers.",BBC,1
Utah monolith: Has the mysterious metal object disappeared?,[],"""Twenty-four hours later, my close friend, who is also a helicopter pilot, flew his family down to see as well and found it taken down,"" he said, adding he would like to know who did it.",BBC,1
Huawei ban: UK to impose early end to use of new 5G kit,[],"But the new Telecommunications Security Bill is the first step in enshrining such bans in law, and offers details of exactly how it will work - if it is passed by Parliament.",BBC,1
"Coronavirus: Qantas adds to job cuts by outsourcing 2,000 roles",[],"""Airlines around the world are having to make dramatic decisions in order to survive and the damage will take years to repair,” he added.",BBC,1
Topshop owner’s collapse is 'inevitable',[],"If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at HaveYourSay@bbc.co.uk. Please include your name, age and location with any submission.",BBC,1
Has Topshop boss Philip Green done anything wrong?,[],"There will also be accusations of his having been a poor manager. While the rest of the fashion retail world was getting out of the High Street and moving online as quickly as possible, Sir Philip was reluctant to take the plunge, and eventually laid low by the fatal combination of the internet and pandemic-related shop closures.",BBC,1
New Tech Economy,[],"Video caption: The railways in the UK, Australia and India getting power from the sun in different ways.

The railways in the UK, Australia and India getting power from the sun in different ways.",BBC,1
How machine learning is allowing thousands of students to sit exams at home,[],"In addition, it checks each exam-sitter's identity using the webcam, to ensure that no-one else is sitting the test for them. The Better Examinations program also temporarily restricts access to the internet, or certain websites and applications on each person's computer.",BBC,1
Assassinated nuclear scientist buried in Iran,[],"Iran's top nuclear scientist, Mohsen Fakhrizadeh, has been buried in a ceremony in Tehran following his assassination.

The country has blamed Israel for the attack on Friday.

Israel has not commented but it's believed the scientist oversaw a secret nuclear weapons programme.

Read more: Iran buries assassinated nuclear scientist",BBC,1
'Fireball' dazzles in the sky in Japan,[],"A dazzling ''fireball'' has been seen lighting up the skies across large areas of western Japan.

The meteor was seen descending towards earth for a few seconds, before emitting a powerful light.",BBC,1
Cher and the rescue of a lonely elephant in Pakistan,[],"The international pop superstar Cher has been in the Pakistani capital Islamabad, overseeing the relocation of an elephant whose freedom she has long campaigned for.

Kaavan, often called the world’s loneliest elephant, has been held in miserable conditions in a zoo in the city for the past three decades, but will now be flown to a wildlife sanctuary in Cambodia.

He's expected to arrive in his new home on Monday afternoon.

The BBC's Secunder Kermani reports from Islamabad.

Read more: The world's loneliest elephant is finally going free",BBC,1
Coronavirus: How do you vaccinate 7.7 billion people?,[],"What happens once a coronavirus vaccine is approved? Kalipso Chalkidou, director of global health policy at the Center for Global Development and Nicole Hassoun, an ethicist at Binghamton University in the US, discuss five challenges we'll need to overcome to vaccinate billions of people around the world.

Hear more from Prof Chalkidou on BBC Health Check and Prof Hassoun on BBC Science in Action.

Video by Jennifer Green",BBC,1
Nagorno-Karabakh: The boy who swapped his piano for a gun,[],"The conflict between Armenia and Azerbaijan is over, but some families are still waiting for news of their missing relatives.

Bodies are still being counted and identified, and there is no clear information on what has happened to the missing.

Twenty-two-year-old Soghomon was fighting on the Armenian frontline against Azerbaijan. The last time his family heard from him was 1 October.

He was a soldier, but also an artist and a talented piano player.

His father and sister say they can’t give up hope that he will return.

Video by: Sofia Bettiza, Gabriel Chaim and Aren Melikyan",BBC,1
Covid: Fauci warns of 'surge in cases' post Thanksgiving,[],"Meanwhile, in New York City Mayor Bill de Blasio says schools can reopen in December, weeks after they were shut for a second time. Parents had complained that bars and restaurants were able to operate, but not schools.",BBC,1
Rita Ora 'sorry' for breaking lockdown rules to attend birthday party,[],"Police have the power to break up groups larger than six and those who ignore officers could be fined £100, doubling with each offence to a maximum of £3,200.",BBC,1
Newsbeat,[],In case you missed it,BBC,1
"Ransomware halts classes for 115,000 Baltimore pupils",[],"""Our focus today and for Monday and Tuesday is identifying and addressing student and staff device needs so that instruction can continue,"" it said in a Sunday evening update.",BBC,1
One of biology's biggest mysteries 'largely solved' by AI,[],"""Now that the problem has been largely solved for single proteins, the way is open for development of new methods for determining the shape of protein complexes - collections of proteins that work together to form much of the machinery of life, and for other applications,"" said Dr Kryshtafovych.",BBC,1
"Zappos ex-boss and Las Vegas entrepreneur Tony Hsieh, 46, dies after house fire",[],"A statement from, DTP Companies, the company Mr Hsieh invested in to transform downtown Las Vegas, said he was with his family when he died on Friday. Details of his injuries and the cause of death have not been released.",BBC,1
Brexit: Ministers unveil next steps in England's farming policy,[],"The changeover will mean upheaval for farmers, and some may be unwilling or unable to adjust. Ministers have confirmed a lump-sum payment for those who decide they want to retire ""with dignity"".",BBC,1
Italy fines Apple €10m over iPhone water-resistance claims,[],But it also said the small print of Apple's manufacturer guarantee could not be used to circumvent its basic obligations when a product did not perform as advertised.,BBC,1
In pictures: Hurricanes leave Hondurans homeless and destitute,[],"He and his family, like so many others, have lost everything to the floods. He says that he feels people like him were left abandoned. ""During Hurricane Mitch (in 1998), the authorities helped people salvage some of their possessions by putting them on to lorries and transporting them to shelters before the city got flooded."" He says that no such help was on hand during Hurricane Eta.",BBC,1
Diego Maradona: Police raid house and clinic of doctor,[],"Then addressing some of the concerns authorities are looking into, Dr Luque cast doubt on what his role actually was. ''If you ask me, I'm a neurosurgeon and my job ended. I was done with him,"" he said referring to November's surgery - and insisting Maradona's convalescence at home was not his responsibility.",BBC,1
