Title,Author,Text,Resource,Label,,,,,,,,,,,,
'No time for complacency': WHO chief urges caution over festive season – video,[],"Spending time with friends and family at Christmas is 'not worth putting them or yourself at risk', Tedros Adhanom Ghebreyesus, head of the World Health Organization, has said.

He advised people to consider not travelling during the next few months, and urged 'extreme caution' despite last week seeing the first decline in newly reported cases globally since September, saying these gains could easily be lost

",TheGuardian,1,,,,,,,,,,,,
Protesters launch fireworks at police in Paris – video,[],"French security forces fire teargas at protesters marching against police violence in Paris on Saturday after masked activists launched fireworks at their lines, put up barricades and threw stones.

Thousands rallied across France after video of police beating a black music producer fanned anger about a draft law that is seen as curbing the right of journalists to report on police brutality",TheGuardian,1,,,,,,,,,,,,
How will everyone in the world get access to a Covid vaccine? – video,[],"The hunt for a coronavirus vaccine is showing promise but it is premature to say the end of the pandemic is nigh. Several rich countries have signed a 'frenzy of deals' that could prevent many poor nations from getting access to immunisation until at least 2024. Also, many drug firms are potentially refusing to waive patents and other intellectual property rights in order to secure exclusive rights to any cure.

Michael Safi, the Guardian's international correspondent, explains why 'vaccine nationalisation' could scupper global efforts to kill the virus and examines what is being done to tackle the issue",TheGuardian,1,,,,,,,,,,,,
Should robots have faces? – video,[],"Many robots are designed with a face – yet don't use their 'eyes' to see, or speak through their 'mouth'. Given that some of the more realistic humanoid robots are widely considered to be unnerving, and that humans have a propensity to anthropomorphise such designs, should robots have faces at all - or do these faces provide other important functions? And what should they actually look like anyway?",TheGuardian,1,,,,,,,,,,,,
Best photographs of the day,[],What term do you want to search? Search with google,TheGuardian,1,,,,,,,,,,,,
Lido ladies and a cathedral spruce: Wednesday's best photos,[],"London, UK Jessica Walker and Nicola Foster, known as the Lido Ladies, swim at Charlton Lido in Hornfair Park, on its first day of reopening after the second national lockdown ended

Photograph: Victoria Jones/PA",TheGuardian,1,,,,,,,,,,,,
Aftermath of Moria refugee camp fire – photo essay,[],"During the night of 8 September, the Moria refugee camp on the Greek island of Lesbos burst into flames. According to a Red Cross report the camp, the biggest of its kind in Europe, was at more than four times capacity. Nearly 11,000 people had to flee. Many left in panic, grabbing their children and leaving behind their few possessions. The Greek prime minister announced a four-month state of emergency on the island.

It is estimated that about 40% of Moria’s 13,000 residents were children, with seven out of 10 under the age of 12. Some were born in Moria and did not know life outside the camp

Many settled on a one-and-a-half kilometre stretch of coastal road, close to Mytilene, the small capital of Lesbos. People slept on the pavement and used trees and foliage to erect makeshift shelters to protect themselves from the sun. It seemed unthinkable, but life had just become even worse than in Moria.

Card games were particularly popular among the Afghan community

Photographer Vincent Haiges recalls the scene: “Walking through the remains of Europe’s biggest refugee camp, home for around 13.000 people in its last days, felt unreal. Though this feeling of estrangement was not caused by the overwhelming presence of destruction but rather the absence of sound. The chattering of voices, the clattering of dishes. All gone. Now you could only hear the birds and the rustling of cats strolling through the remains of the camp.”

A Valentine’s Day mug. Valentine’s Day is a popular celebration in Afghanistan

“Between the rubbles we found different objects, still witnesses of a former life. Toys, clothes or dishes. It felt as if those objects wanted to say: yes once there were people living here too. Some objects are witnesses of violence. Diazepam and Ibuprofen, means to bear what is unbearable. A lock used to protect someone’s home and family from mugging. Others are witnesses of resilience. A French copy of the New Testament. Maybe belonging to the Congolese community, who so vividly hold their services between the olive trees? The charred kitchen grater used for cooking. For many cooking was a way of keeping the memories of the place they left behind alive.”

Top row: a sim card and phone case. Network quality in Moria was low and there was only one wifi spot, which was often overstrained. For many, however, using their phone was the main activity, either to keep in contact with friends and family back home or simply to kill time. Bottom row: a French copy of the New Testament. There were 12 different African Christian communities in Moria. They used to pray in the fields surrounding the camp

“The owners of those objects are now inside the new camp. Not much is coming out of there, since access for press is prohibited. It is yet another attempt of the European Union to render the situation on the Aegean islands invisible.”

A food distribution card from the non-governmental organisation Refugee4Refugees. Basic services relied on the support of NGOs, whose role became controversial to the extent that some critics maintained their work enabled the continued existence of camps such as Moria

“This is why it is so important to keep the situation of the people seeking asylum alive, even though we only see the object they left behind.”

According to the UNHCR UN high commissioner for refugees, there are approximately 121,100 asylum seekers and migrants in Greece, including 4,200 children who arrived unaccompanied, or were separated from their families on the way.

Overcrowding is widespread on the Aegean islands and by the end of September about 21,400 people were crammed into spaces with an estimated combined capacity of 6,200.

Top row: cooking their own food was for many a way of preserving their cultural identity. Bottom right: a padlock used to secure homes against thieves. During the night, the camp often turned into a place of violent confrontation. Robbery, the harassment of women, brawls or knife attacks were quite frequent

The UNHCR has warned for some time of the urgent need to address the situation and conditions for asylum seekers on the Aegean islands, where many must cope with dire living conditions and are exposed to security risks including sexual and gender-based violence.

A child’s shoe. Children in the camp were particularly vulnerable. Many experienced mental health issues including self-harm and attempted suicide

Since the fire, large-scale transfers out of Lesbos to the mainland have helped reduce the number of people whose lives have been blighted. By the beginning of November, about 2,800 people had left the island.

More than 7,000 people remain in the emergency site at Mavrovouni, established to accommodate those rendered homeless by the fire.",TheGuardian,1,,,,,,,,,,,,
Hotels fit for a KGB officer: Soviet cities in the twilight - in pictures,[],"Museum on the Mountain Suleiman-Too, Osh, Kyrgyzstan, Built in 1978, Architect: K Nazarov The building is an historical-ethnographic museum. Its facade spans the mouth of a cave containing petroglyphs (ancient rock inscriptions) allowing them to be preserved in their original form. The cave is an object of cultural importance and is included on the Unesco world heritage list. The most spectacular architectural element of the museum is its concrete arch with panoramic glazing, divided by vertical ridges. Today, over 400 exhibits from the Kyrgyz Museum of Spiritual Culture are displayed here",TheGuardian,1,,,,,,,,,,,,
Gotta sing! Gotta dance! Stage-storming musicals – in pictures,[],What term do you want to search? Search with google,TheGuardian,1,,,,,,,,,,,,
Christmas illuminations adorning homes across England – in pictures,[],"Houses on Stone Brig Lane in Rothwell, Yorkshire, are illuminated by Christmas lights during an event that has become known as the Stone Brig Lights. Every year the residents decorate their homes and gardens with elaborate decorations, transforming their street into a winter wonderland

Photograph: Danny Lawson/PA",TheGuardian,1,,,,,,,,,,,,
Wildlife photographer of the year 2020: people's choice – in pictures,[],"Now in its 56th year, the wildlife photographer of the year showcases the world’s best nature photography. The competition is run by the Natural History Museum in London and the exhibition there runs until 4 July 2021.



This year’s competition attracted more than 50,000 entries from professionals and amateurs across the world. Voting for the The People’s Choice Award is open until 2pm on Tuesday 2 February",TheGuardian,1,,,,,,,,,,,,
Tier 2 lockdown rules in England: the latest Covid restrictions explained,[],"The new system came into force in England on 2 December, replacing the national lockdown

England’s new three-tier system came into effect on 2 December after the national lockdown was lifted.

Non-essential shops in all areas can reopen, as can gyms, hairdressers and other personal care businesses, with the formal instruction to stay at home coming to an end. The “rule of six” will again apply for outdoor gatherings in all areas.

Places of worship will be able to open and weddings will be allowed within local restrictions.

What are the rules in tier 2?

Under the new system, although hospitality venues will be allowed to stay open until 11pm – with last orders at 10pm – only those that serve substantial meals can operate. It means pubs and bars that do not will have to close.

As before, social mixing outside of households or support bubbles will not be allowed indoors. The rule of six will apply outdoors.

Spectators will be allowed to watch sport in tier 2, with a maximum crowd capacity outdoors of 50% of the capacity of the stadium or 2,000 people, whichever is smaller. Indoors, the maximum capacity is 1,000.

Indoor entertainment venues, such as cinemas, casinos and bowling alleys, can open, but must close at 11pm.

Everyone who can work from home should do so.

The full government rules and guidance for tier 2 can be found here.

When will the tiers be reviewed?

The tiers will be reviewed on 16 December, any changes to the tiers will be announced on 17 December, and changes will come into force on 19 December.

For five days over Christmas – from 23 December to 27 December – there will be a UK-wide relaxation of rules to let up to three households form a bubble so they can mix socially indoors and stay overnight to enjoy the festive period together.

In Scotland, a maximum of eight people will be allowed but that does not include under-12s. In Northern Ireland, the window has been extended to 22-28 December to allow for additional travel time between countries.

Which areas are currently in tier 2?

North-west

Cumbria

Liverpool city region

Warrington and Cheshire

Yorkshire

York

North Yorkshire

West Midlands

Worcestershire

Herefordshire

Shropshire, and Telford and Wrekin

East Midlands

Rutland

Northamptonshire

East of England

Suffolk

Hertfordshire

Cambridgeshire, including Peterborough

Norfolk

Essex, Thurrock and Southend-on-Sea

Bedfordshire and Milton Keynes

London

All 32 boroughs plus the City of London

South-east

East Sussex

West Sussex

Brighton and Hove

Surrey

Reading

Wokingham

Bracknell Forest

Windsor and Maidenhead

West Berkshire

Hampshire, Portsmouth and Southampton

Buckinghamshire

Oxfordshire

South-west

South Somerset, Somerset West and Taunton, Mendip and Sedgemoor

Bath and North East Somerset

Dorset

Bournemouth

Christchurch

Poole

Gloucestershire

Wiltshire and Swindon

Devon",TheGuardian,1,,,,,,,,,,,,
Piers Corbyn found guilty of breaching regulations at lockdown protest,[],"Piers Corbyn, the brother of the former Labour party leader, has been found guilty of breaching emergency health regulations at an anti-lockdown protest in London’s Hyde Park.

During the two-day trial in Westminster magistrates court, the 73-year-old weather forecaster and climate change denier argued that his rights to freedom of expression and peaceful assembly had been illegally restricted.

Corbyn had denied two counts of participating in public gatherings of more than two people during the coronavirus emergency in Hyde Park on 16 Mayand 30 May.

He was convicted of an offence on the first date but acquitted on the later charge. District Judge Sam Goozee ruled that it was wrong for Corbyn to be charged with breaching the regulations on 30 May , because he had already been issued with a fixed-penalty notice earlier that day.

Finding him guilty on the first charge, Goozee said: “Without the regulations in place, your conduct would have been lawful. But the enforcement of regulations was necessary for public health.

“Police took a measured response. You, however, didn’t engage with police – police action in arresting you was necessary and proportionate.”

The judge gave Corbyn an absolute discharge – meaning he will not be fined or face any further punishment – after hearing that he had spent 12 hours in custody after being arrested.

David Povall, prosecuting, earlier told the court that the gathering near the park’s Speakers’ Corner on 16 May involved around 100 anti-lockdown protesters. Corbyn, of Southwark, south London, had taken part in the protests by “addressing the gathering and encouraging … others to gather around him to listen to what he was saying,” the court heard.

Povall said officers had adopted a “light-touch policing” approach by encouraging the gatherings to “disperse without the necessity for enforcement action”.

But Corbyn, he added, had “deliberately” participated in the gathering “by way of making public addresses” and that he allegedly “disregarded advice and directions from police over a sustained period”.

A video played to the court showed Corbyn using a megaphone to claim that Covid-19 “is not a pandemic” and argue that “if it carries on like this, we have a Big Brother society imposed upon us”.

But Ben Cooper, QC, representing Corbyn, told the court: “This case concerns a 73-year-old, law-abiding man, who attended Speakers’ Corner alone on two occasions to peacefully and exclusively express dissent through use of speech.

“Mr Corbyn attended to deliver a short speech, and he did so during a period of time when members of the public were permitted and indeed encouraged to go outdoors for a variety of other, banal purposes. A man of good character, Mr Corbyn spent a considerable amount of time in a police cell as a result.”

Cooper said police made no attempts to facilitate a safe protest consistent with public health regulations. A “blanket ban” on all demonstrations was not necessary for the legitimate aim of protection of public health, Cooper added.

On the second date, other protests, including a Black Lives Matter demonstration, had been allowed to go ahead, the court was told.

Addressing around two dozen supporters outside the court after the verdict, Corbyn raised his fist in the air and said: “We’ve had a tremendous result.”",TheGuardian,1,,,,,,,,,,,,
'It's lovely to be back': on the streets of three-tier England as lockdown lifts,[],"England’s second national lockdown lifted on Wednesday, with 99% of the population placed under the second and third tiers of a three-tier regime. However, non-essential shops are allowed to open under every tier, giving shop owners hope for a much-needed high street boost ahead of Christmas. The Guardian went out on Wednesday to take the mood across the different zones.

Tier 1: St Ives

The Three Ferrets pub in the Cornish harbour-side town of St Ives was buzzing with chatter and laughter.

“It’s lovely to be back,” said Richard Cockling, 83, a retired merchant seaman and fisherman as he sipped on a celebratory gin and tonic. “I’ve missed this place. The latest lockdown has been the worst – long and boring. I couldn’t wait to get back into this place.”

Keith Tickner, 59, a cleaner, settled down in his usual cosy spot in front of the blazing fire with a group of friends. “You don’t realise how much you miss your mates and your routine until you’re allowed back,” he said.

St Ives, a long-beloved retreat for artists, beach lovers and surfers, was recently judged the happiest place to live in the UK. On the day it and the rest of Cornwall became the only area in mainland England to begin life in tier 1 it felt a jolly town to be in.

From first light, the town was packed with delivery lorries restocking the shops, cafes and restaurants. Bleary-eyed kitchen staff emerged from furlough to begin prepping for dinner time while shopkeepers polished windows and scrubbed floors.

Sarah Allen outside her cafe Sky’s Diner in St Ives. Photograph: Jim Wileman/The Guardian

“Look at that cobweb,” said Paul Clegg, a potter who specialises in lucky Cornish piskies, his take on the leprechaun, as he buffed his windows. “This is the best place in the country anyway. So many people who live here came on holiday, then just decided to stay because it’s so nice. But it does feel a particularly good day today.”

Opposite, Sarah Allen was putting up Christmas lights outside her cafe, Sky’s Diner. “It’s good to be back.” She expected to be busy. “I think we’ll get visitors coming from all over the country who want a taste of life in tier 1,” she said.

Cornwall council’s leader, Julian German, called it a “huge moment” for the county but asked people not to drop their guard. “Covid doesn’t care what tier we’re in,” he said.

‘We live in a bit of a bubble here’: Raven Williams, owner of the Common Wanderer outdoor shop. Photograph: Jim Wileman/The Guardian

The advantages of living in tier 1 include being allowed to have a drink in a pub without a meal and to meet in a group of up to six indoors as well as outside.

People from tier 3 areas have been urged by the council not to visit Cornwall and the police this week revealed that up to 10 extra cars would be patrolling Devon and Cornwall to deal with Covid rule-breakers.

The council said people from tier 2 areas should bring the restrictions they are subject to at home with them “like hand luggage”. For example, those in tier 2, should have a “substantial meal” with their pub drink.

Of course, enforcing such rules are difficult. The Pilchard Press, a real ale pub tucked up an alley near the harbour, was taking no chances. It had fixed a notice to its railings reading: “Cornwall residents only”.

At the Golden Lion pub, licensee Matt Squires said he would be politely asking people where they are from if he did not recognise them. “We plan to keep people from different tiers separate,” he said. Locals will be able to use the front bar looking on to the street, visitors the back bar.

Raven Williams, owner of the Common Wanderer outdoor clothes shop, said that tier 1 living would not change much for many people. “It’s good for the shops but actually we live in a bit of a bubble here, close to nature and the water. It’s why people like it.” SM

Tier 2: Liverpool

‘People don’t seem as scared to come out’: Rob Pritchard, manager at vintage clothes shop Resurrection in Liverpool. Photograph: Christopher Thomond/The Guardian

Vans lined up outside the independent shops and restaurants on Liverpool’s Bold Street in the morning drizzle to deliver stock to eager staff. “We’re feeling festive, we’ve got our Christmas music on and our twinkly lights on,” said Nicki Whatling, a manager at Rennie’s Arts and Crafts, as picture frames were unloaded into the store.

While the shop has only 23 days to make up the bulk of lost sales over lockdown, she said she was hopeful the business could “have a fairly decent December”.

As the day wore on, Whatling’s wishes began to look more likely, with throngs of Christmas shoppers trickling up and down the city’s streets. At the vintage clothes store Resurrection, where students were sifting through leisurewear and parents were picking out gifts, the director Rob Pritchard said there had “been a buzz about the place” in the middle of the day.

Usually, he said, the store would be much quieter in early December after the Black Friday sales weekend, but he predicted the store would continue to be busy throughout this month. “A lot of people are saying they’re taking the chance to get back into the city again. I’ve heard so many people say that today,” he said.

Staff put out tables at Crust pizza restaurant on Bold Street in Liverpool. Photograph: Christopher Thomond/The Guardian

“When we ended the last lockdown some people were still too scared to come out. This time maybe because the infection rates have fallen so much in Liverpool, they don’t seem as scared to come.”

Meanwhile, at the pizza restaurant Crust, the manager Antonio Fornaro was grateful the venue had been able to open ahead of Christmas. “When they announced it, I had calls from all my colleagues saying, ‘Yes! We’re going to be able to open’,” he said.

Throughout England’s second national lockdown, takeaway sales had dropped off as people reigned in spending, said Fornaro. But on Wednesday afternoon, the reduced tables and chairs in the restaurant were full once again.

Shoppers in Liverpool. Photograph: Christopher Thomond/The Guardian

Outside the trainer store Size?, university student Adam Macholc, 18, was one of a small socially distanced group of sneakerheads waiting for the latest Adidas drop as staff inside got ready to open. “I’m buying them for myself,” he said, adding that despite a turbulent first term, “it feels like there’s a bit more hope” after the news that the UK had approved the Pfizer/BioNTech vaccine.

In Liverpool’s main commercial shopping district, around the Liverpool ONE shopping centre, other shoppers seemed to be feeling confident too. A queue snaked around the city’s Primark store, while shoppers trickled in and out of Debenhams to pick up a bargain.

Willing some of them to stop for a substantial meal and a drink on their way home, was the manager of the Doctor Duncan’s pub, Amy McCarthy. Under tier 2 regulations, a key difference with tier 1 is alcohol cannot be served without food and there must be no multiple household mixing in venues like Doctor Duncan’s. The pub, located away from the main shopping centre next to Liverpool Lime Street station, had a quiet day with only a handful of customers.

“We’re right next to the bus stops where people usually head to football games and are known for being the first and the last stop. So it’s different territory for us having to emphasise our pub grub,” she said. AW

Tier 3: Nottingham

Tallulah Harries-Pugh with her mum, Gina, in Nottingham as the second lockdown lifts. Photograph: Fabio De Paola/The Guardian

After a month cooped up indoors, shoppers in Nottingham seized the opportunity to return to the city centre on Wednesday.

The east Midlands city is back in tier 3, and is therefore subject to England’s toughest coronavirus restrictions. Shops, hair salons and gyms have been allowed to reopen, but hospitality venues must offer takeaway or delivery only.

In the city centre, stallholders were preparing for this weekend’s opening of the Christmas market on Old Market Square, in the heart of the city.

The prime location is overlooked by an imposing six-storey stone building which houses the department store Debenhams, and on the other side of the square is a Dorothy Perkins and a Burton – brands that are part of Philip Green’s Arcadia empire. Both Debenhams and Arcadia are living on borrowed time, having collapsed into administration on consecutive days this week

If Arcadia’s brands do not find a buyer, Nottingham will feel the impact of store closures keenly. The city is home to nine Arcadia stores – .

Tallulah Harries-Pugh, 29, was holding a Topshop carrier bag, but with an item to return rather than a new purchase.

“I don’t agree with Sir Philip Green’s ethics, and I try not to shop [at Arcadia brands],” said Tallulah. But she said she was worried about the staff, and what more store closures would mean for the high street.

The scars of another recent retail collapse are clearly visible in Nottingham city centre. One of the city’s two shopping centres, Broadmarsh, was half-demolished with plans under way for a multimillion pound redevelopment, when its owner, the retail property company Intu, collapsed in June.

The city council has been handed the keys to the development and has already spent £19m on the project. Councillor Sam Webster, whose ward covers the city centre, concedes it won’t be a “quick fix”.

Carl Davies, a staff member at the Five Leaves bookshop in Nottingham. Photograph: Fabio De Paola/The Guardian

“It is a challenge, but it is also an opportunity. The project is probably the biggest regeneration in a core city in the country”.

In the short-term, however, Nottingham’s businesses have to contend with tier 3 restrictions.

Prof David Paton from Nottingham University business school warns that retailers will feel the impact of cafe, pub and restaurant closures. “There is a lot of interlinkage between high street hospitality and shops. Nottingham is going to face that, as all tier 3 will.”

In a normal year the nine stainless steel fermenting vessels at the Castle Rock brewery near the city’s train station would be full, ahead of the expected peak in demand during the festive season. This December they are empty.

‘We won’t brew again before Christmas’: Colin Wilde, MD of Castle Rock brewery in Nottingham. Photograph: Fabio De Paola/The Guardian

“We won’t brew again before Christmas,” said the managing director, Colin Wilde. The brewer and pub operator has 22 sites in Nottingham and across the east Midlands, all in tier 3.

The company now offers takeaway alcohol from its brewery and pubs, but it brings in less than 10% of normal trade, and Wilde said the closed pubs “leak cash”.

“As a sector, we feel like canaries in a cage. It feels like politicians are testing things out on the hospitality sector and don’t think it matters if it dies.” JP",TheGuardian,1,,,,,,,,,,,,
No 10 and regulator contradict Hancock's 'because of Brexit' Covid vaccine claim,[],"Both Downing Street and the UK’s medicines regulator have contradicted a claim by Matt Hancock that Brexit helped the UK become the first western country to license a vaccine against coronavirus.

The health secretary asserted on Wednesday morning that “because of Brexit” the UK had been able to approve the Pfizer/BioNTech vaccine, rather than wait for the European Medicines Agency (EMA) to do so.

However, the government announcement of the decision said it had taken place under a provision of the Human Medicines Regulations, passed in 2012, which permits the rapid licensing of medicines in the event of an emergency such as a pandemic.

The UK is still under the remit of the EMA until the end of the Brexit transition period on 1 January, and EU laws also allow other member states to approve medicines for emergency use without EMA authorisation.

At a government briefing about the UK’s decision to become the first country to license the Pfizer/BioNTech vaccine for emergency use, the head of the UK’s Medicines and Healthcare products Regulatory Authority (MHRA), which made the decision, cited EU rules. “We have been able to authorise the supply of this vaccine using provisions under European law, which exist until 1 January,” said June Raine, the MHRA’s chief executive.

Timeline UK Covid-19 restrictions: the key political dates ahead Show Hide Here are some of the key dates ahead for the UK's Covid-19 restrictions. The current lockdown in England ends, and the new strengthened tier system comes into force with nearly 99% of England headed for the strictest two tiers. Only the Isle of Wight, Cornwall and the Isles of Scilly are set to go into tier 1, with more than 32 million people in tier 2 and more than 23 million in the toughest tier 3. New restriction come into force in Wales. Pubs, restaurants and cafes will be banned from serving alcohol, and will be unable to open to customers beyond 6pm. Businesses can offer a takeaway service after 6pm, and if they have an off-licence can sell takeaway alcohol up until 10pm. Bingo halls, bowling alleys, soft play centres, casinos, skating rinks and amusement arcades will also have to close. The rule allowing four people from four different households to meet indoors in pubs and restaurants will stay in place. The decision will be reviewed on 17 December. Ministers will consider data about England's coronavirus cases weekly throughout the tiers period, while legislation requires a formal review of tiering allocations every fortnight. The first review point is 16 December, with new tier allocations announced the following day – decided by a cabinet committee chaired by the prime minister. They will come into effect on Saturday 19 December, Boris Johnson said. For five days over Christmas there will be a UK-wide relaxation of rules to let up to three households form a 'bubble' so they can mix socially indoors and stay overnight to enjoy the festive period together. In Scotland, a maximum of eight people will be allowed but that does not include under-12s. In Northern Ireland, the window has been extended to 22-28 December to allow for additional travel time between countries. Johnson has announced a “sunset” clause on the tiered restrictions in England, meaning they will expire on 3 February and require MPs’ approval if they are to be extended into March.

Asked about the contradiction between these comments and Hancock’s stated view, Boris Johnson’s spokesman pointedly declined to back the health secretary.

“I think the important point is that we are the first country in the world to approve this vaccine, thanks to the hard work of the MHRA,” he said, when asked whether Hancock had been correct to credit Brexit.

Pressed repeatedly on whether No 10 agreed with Hancock, the spokesman said only: “As I’ve said, it’s clear that we’re the first country in the world to approve this vaccine, and it’s obviously incredibly positive news.”

The health secretary made the claim in an interview with Times Radio, saying one reason for the quick approval was the MHRA’s “great job of working with the company to look at that data as it’s come through and do things in parallel, rather than one after the other as they normally would”.

Hancock continued: “The second reason is because, whilst until earlier this year we were in the European Medicines Agency, because of Brexit we’ve been able to make a decision to do this based on the UK regulator, a world-class regulator, and not go at the pace of the Europeans, who are moving a little bit more slowly.

“We do all the same safety checks and the same processes, but we have been able to speed up how they’re done because of Brexit.”

'The buck stops with her': the woman who makes call on UK's Covid vaccines Read more

The Liberal Democrats said Hancock had been playing “fast and loose with the facts” over the vaccine. The party’s health spokeswoman, Munira Wilson, said the claim “is not only fanciful, but shows his desperation to try and point-score, no matter how ridiculous it makes him look”.

The ability for the UK to approve the vaccine before the EMA falls under section 174 of the Human Medicines Regulations, which also allows for medicine approvals in the event of emergencies, not only in pandemics but also in the event of nuclear or chemical contamination.

Play Video 2:15 'Day to remember in a year to forget': Hancock says first 800,000 doses of vaccine tested – video

In October, Hancock’s department updated the regulations to boost the MHRA’s ability to push through vaccine approval.

A government source said that while such a route would have been open to other EU states, the UK was focused on non-EMA approval as “part of wider conversations” about the MHRA’s lead role in medicines regulation after Brexit, and that this most likely speeded up the vaccine approval process.

The EMA’s role in UK regulation will not fully end on 1 January, as its approvals will still be valid in the UK for two more years, as well as those made by the MHRA.",TheGuardian,1,,,,,,,,,,,,
Introducing the new Guardian app for Android and iOS,[],"As it happens not after it happened

Get the latest news in real time. A new and faster way to catch up on every breaking news story and all the latest developments as they unfold. Available with the premium tier for £5.99/m.",TheGuardian,1,,,,,,,,,,,,
"Humanity is waging war on nature, says UN secretary general",[],"Humanity is facing a new war, unprecedented in history, the secretary general of the UN has warned, which is in danger of destroying our future before we have fully understood the risk.

The stark message from António Guterres follows a year of global upheaval, with the coronavirus pandemic causing governments to shut down whole countries for months at a time, while wildfires, hurricanes and powerful storms have scarred the globe.

Guterres said: “Humanity is waging war on nature. This is suicidal. Nature always strikes back – and it is already doing so with growing force and fury. Biodiversity is collapsing. One million species are at risk of extinction. Ecosystems are disappearing before our eyes … Human activities are at the root of our descent toward chaos. But that means human action can help to solve it.”

Great Barrier Reef outlook 'critical' as climate change called number one threat to world heritage Read more

He listed the human-inflicted wounds on the natural world: the spread of deserts; wetlands lost; forests cut down; oceans overfished and choked with plastic; dying coral reefs; air pollution killing 9 million people a year, more than the current pandemic; and the fact that 75% of new and emerging human infectious diseases have, like Covid-19, come from animals.

Q&A What is the Paris climate agreement? Show Hide The 2015 Paris climate agreement is the first truly global deal to tackle climate change. It commits governments to limit temperature rises to no more than 2C (3.6F) – which scientists say is the threshold of safety, beyond which the effects of global warming are likely to become catastrophic and irreversible – and to pursue efforts to limit the temperature increase to 1.5C. It has been signed by 197 countries. The US is on course to become the only country outside the agreement if it follows through on Donald Trump’s vow to leave.

Though Guterres, like his two predecessors, has frequently spoken on the dangers of the climate crisis, this was his strongest language yet. The UN was founded 75 years ago at the end of the second world war to try to promote world peace after two devastating global conflicts. Guterres made a deliberate invocation of that original mission, applying it to the climate and biodiversity crises.

“Making peace with nature is the defining task of the 21st century,” he said, in a virtual address entitled The State of the Planet, at Columbia University in New York. “It must be the top, top priority for everyone, everywhere.”

He said future generations would face ruin from our actions today. “This is an epic policy test. But ultimately this is a moral test … We cannot use [our] resources to lock in policies that burden [future generations] with a mountain of debt on a broken planet.”

He also put inequality firmly at the heart of the problem, warning that the poorest and most vulnerable – even in rich countries – were facing the brunt of the attack.

Guterres said greenhouse gas emissions were 62% higher than when international climate negotiations began in 1990. A report from the World Meteorological Organisation, also published on Wednesday, found 2020 was on track to be one of the three warmest years on record globally, despite the cooling effects of the La Niña weather system, while the past decade was the hottest in human history and ocean heat was found to be at record levels.

Even with the impacts of the coronavirus crisis, greenhouse gas emissions are set to rise again this year.

However, Guterres also struck a note of hope. Many countries, including the biggest emitter, China, the EU, and the US president-elect, Joe Biden, have adopted targets of reaching net-zero emissions around the middle of the century. Renewable energy is now cheaper than coal in many regions, and new technologies such as electric vehicles are gaining pace.

He said: “I firmly believe that 2021 can be a new kind of leap year – the year of a quantum leap towards carbon neutrality. Sound economic analysis is our ally.”

Investors and governments must seize the opportunity to “flick the green switch” while there was still time, he said. He looked ahead to the vital UN Cop26 climate talks, to be hosted by the UK next year, as the moment when nations should make a decisive turn towards a green global economy.

In 10 days’ time, Guterres, along with the French government and Boris Johnson, will host a summit of world leaders to prepare for the Cop26 talks that were postponed by a year to next November because of the pandemic.

At the Climate Ambition Summit, which marks five years since the forging of the Paris agreement, governments are expected to affirm plans to reduce greenhouse gas emissions drastically in the next decade, in line with their long-term goals.

Earlier this week, the Climate Action Tracker calculated that if all the net-zero pledges made by governments and leaders were to be fulfilled, temperatures would rise by about 2.1C above pre-industrial levels. That is not far above the upper limit set by the Paris agreement, of holding temperatures to no more than 2C above pre-industrial levels, regarded as the limit of safety beyond which climate breakdown is likely to become catastrophic and irreversible.

However, that depends on long-term targets set for decades hence to be fulfilled with action now. Guterres warned that pledges were not enough in themselves.

He said: “We need all governments to translate these pledges into policies, plans and targets with specific timelines. This will provide certainty and confidence for businesses and the financial sector to invest for net zero.”

Guterres called for countries to put a price on carbon emissions, stop investing in fossil fuels and phase out fossil fuel subsidies, stop building new coal power plants, and to shift their fiscal base from taxing incomes to taxing pollution.

He also said governments must act swiftly on the biodiversity crisis, as the UN plans several major conferences next year that will address species destruction, the oceans, food production and cities. “Next year gives us a wealth of opportunities to stop the plunder and start the healing,” he said.

The stark message from Guterres was echoed by Laurent Fabius, the French foreign minister, who led the landmark Paris conference in 2015. “There is no vaccine against climate warming,” he warned. “But there is an antidote, which is to fully implement the Paris agreement.”

He said financial assistance for developing countries would be essential to forging a global consensus on reaching net-zero emissions, as it was fundamental to success at Paris.

“Money, money, money,” said Fabius, was key to the talks, and rich countries must make good on their promise to provide at least $100bn a year to developing nations, to help them cut emissions and cope with the impacts of climate breakdown.

Along with financial assistance, governments must try to ensure that the transition to a green economy benefited all sections of society, added Fabius. “The question of climate change is also a question of inequality. We must deal with this, otherwise we have a big problem.”

Amber Rudd, the former UK energy and climate minister, who represented the UK at the Paris talks, said Boris Johnson had weakened his own position at Cop26 by reducing the UK’s spending on overseas aid, which would diminish the host’s leverage in bringing developing countries together.

“A country that understood the seriousness of Cop26 would not be cutting international aid right now,” she said.",TheGuardian,1,,,,,,,,,,,,
